gameIndex,winner,gameDuration,score0,score1,id,className,team,role,dmgType,kills,deaths,assists,kda,dmgDealtTotal,dmgDealtToHeroes,dmgTaken,hpHealed,dpsToHeroes,hpsHealed,maxBurst1s,maxBurst3s,spellCastsQ,spellCastsE,level,gold,totalGold,goldPerMin,timeAlive,timeDead,survivalRate,killsPerMin,dmgEfficiency,items
2,0,376,151,73,bot0_1,Cleric,0,SUPPORT,magical,3,3,15,6,8522,6600,9297,11364,19.2,33.1,339,399,49,41,11,170,3345,534,344,32,0.914,0.5,0.71,"basic_hp;basic_hp;basic_armor;basic_hp;basic_hp;basic_armor;basic_power;basic_armor;basic_armor;basic_hp;basic_power"
2,0,376,151,73,bot1_1,Zephyr,1,SPLITPUSHER,magical,2,5,4,1.2,17765,8370,8459,0,27.4,0,338,631,35,45,10,294,2669,426,305,70,0.813,0.3,0.99,"special_gw;basic_hp;basic_mr;basic_hp;basic_hp;basic_power;basic_haste;basic_mr"
2,0,376,151,73,bot0_2,Jirina,0,FIGHTER,magical,4,2,18,11,20169,13519,7260,3342,38.5,9.5,400,677,44,14,11,194,3669,586,351,24,0.935,0.6,1.86,"special_lifesteal;special_lifesteal;basic_power;basic_power;basic_power;basic_hp;basic_armor;basic_haste;basic_mr;basic_hp;basic_armor"
2,0,376,151,73,bot1_2,Doctor,1,SUPPORT,physical,1,5,10,2.2,5716,4802,10170,6482,15.9,21.5,240,318,20,20,9,73,2723,435,302,74,0.803,0.2,0.47,"basic_hp;basic_hp;basic_hp;basic_mr;basic_armor;basic_mr;basic_as;basic_mr;basic_power;basic_haste"
2,0,376,151,73,bot0_3,Mage,0,MAGE,magical,8,4,11,4.75,20962,12109,7401,0,37,0,689,719,75,34,11,78,3928,627,327,49,0.87,1.3,1.64,"basic_hp;basic_hp;basic_hp;basic_armor;basic_haste;basic_mr;basic_armor;basic_power;basic_haste;basic_armor;basic_as;basic_hp;basic_armor;basic_mr"
2,0,376,151,73,bot1_3,Goliath,1,TANK,physical,4,6,6,1.67,10190,7941,17100,2079,26.5,6.9,378,489,33,22,9,200,2950,471,300,76,0.799,0.6,0.46,"basic_hp;basic_hp;basic_hp;basic_mr;basic_mr;basic_hp;special_gw;basic_mr;basic_armor"
2,0,376,151,73,bot0_4,Bruiser,0,FIGHTER,physical,7,2,8,7.5,11758,8052,8672,433,22.9,1.2,331,482,53,38,10,18,3493,558,352,23,0.938,1.1,0.93,"special_lifesteal;basic_power;basic_hp;basic_power;basic_hp;basic_hp;basic_power;basic_as;basic_as;basic_armor;basic_armor;basic_mr"
2,0,376,151,73,bot1_4,Quiller,1,SLAYER,physical,4,6,6,1.67,14690,8847,7281,462,27.9,1.5,244,413,43,27,10,141,3016,482,317,58,0.844,0.6,1.22,"special_lifesteal;basic_power;basic_power;basic_hp;basic_as;basic_hp;basic_mr;basic_as;basic_armor;basic_mr"
3,0,499,152,104,bot0_1,Vanguard,0,FIGHTER,physical,12,3,19,10.33,33885,14256,9725,0,31.2,0,537,742,64,45,15,224,5649,679,457,42,0.916,1.4,1.47,"special_gw;basic_hp;basic_hp;basic_mr;basic_hp;basic_power;basic_armor;basic_hp;basic_mr;basic_hp;basic_as;basic_mr;basic_power;basic_mr;basic_hp;basic_armor;basic_as;basic_power"
3,0,499,152,104,bot1_1,Oracle,1,MAGE,physical,3,8,7,1.25,21917,10920,13573,617,28.1,1.6,411,566,25,28,11,23,3523,424,388,111,0.778,0.4,0.8,"special_lifesteal;basic_power;basic_power;basic_power;basic_as;basic_as;basic_hp;basic_as;basic_armor;basic_mr;basic_hp;basic_hp"
3,0,499,152,104,bot0_2,Goliath,0,TANK,physical,6,1,19,25,25331,11547,9285,4036,23.9,8.4,439,790,56,37,14,246,4946,595,482,17,0.967,0.7,1.24,"basic_hp;basic_hp;basic_mr;basic_hp;basic_mr;special_gw;basic_mr;basic_hp;basic_armor;basic_armor;basic_mr;basic_power;basic_as;special_gw;basic_power"
3,0,499,152,104,bot1_2,Summoner,1,MAGE,magical,3,7,7,1.43,10111,6237,13110,0,16,0,180,212,64,30,11,254,3504,421,390,109,0.781,0.4,0.48,"basic_hp;basic_hp;basic_hp;basic_armor;basic_haste;basic_mr;basic_power;basic_armor;basic_as;basic_hp;basic_armor;basic_haste"
3,0,499,152,104,bot0_3,Jailer,0,TANK,magical,11,3,21,10.67,25940,12351,9409,0,27,0,659,926,51,46,15,48,5673,682,457,42,0.916,1.3,1.31,"basic_hp;basic_hp;basic_hp;basic_mr;basic_mr;basic_armor;basic_power;basic_hp;basic_mr;basic_haste;basic_hp;basic_hp;basic_mr;basic_as;basic_mr;basic_armor;basic_power;basic_hp;basic_armor"
3,0,499,152,104,bot1_3,Tamer,1,MAGE,magical,3,10,7,1,21543,10075,12813,2725,24,6.5,289,493,59,13,11,32,3557,428,420,79,0.842,0.4,0.79,"special_lifesteal;basic_power;basic_hp;basic_power;basic_hp;basic_armor;basic_haste;basic_hp;basic_power;basic_mr;basic_armor;basic_hp"
3,0,499,152,104,bot0_4,Ironclad,0,TANK,physical,3,3,28,10.33,24940,13731,11869,0,30,0,396,610,59,32,15,133,5058,608,458,41,0.918,0.4,1.16,"basic_hp;basic_hp;basic_mr;basic_armor;basic_hp;basic_power;basic_as;basic_mr;basic_hp;basic_haste;basic_mr;basic_mr;basic_armor;basic_power;basic_hp;basic_mr;basic_hp"
3,0,499,152,104,bot1_4,Eggchanter,1,SUPPORT,magical,1,7,9,1.43,6324,3778,15258,6076,9.6,15.5,115,198,37,24,11,287,3212,386,393,106,0.787,0.1,0.25,"basic_hp;basic_hp;basic_hp;basic_armor;basic_mr;basic_armor;basic_power;basic_haste;basic_armor;basic_as;basic_mr"
4,0,235,150,5,bot0_1,Hana,0,TANK,magical,4,1,10,14,6021,4232,3333,0,19.1,0,326,674,9,22,9,278,2628,672,222,13,0.946,1,1.27,"special_gw;basic_hp;basic_hp;basic_mr;basic_armor;basic_power;basic_hp;basic_haste"
4,0,235,150,5,bot1_1,Doctor,1,SUPPORT,physical,0,4,4,1,3423,1576,5301,476,8.1,2.5,119,280,22,6,7,82,1682,430,194,41,0.825,0,0.3,"basic_hp;basic_hp;basic_hp;basic_mr;basic_power;basic_mr"
4,0,235,150,5,bot0_2,Jailer,0,TANK,magical,3,1,13,16,10173,6789,2696,0,28.9,0,366,535,21,19,9,42,2592,662,235,0,1,0.8,2.52,"special_gw;basic_hp;basic_hp;basic_mr;basic_hp;basic_hp;basic_hp;basic_mr"
4,0,235,150,5,bot1_2,Tamer,1,MAGE,magical,2,6,3,0.83,8098,3539,5471,1333,21.9,8.2,202,424,18,7,8,188,2013,514,162,73,0.689,0.5,0.65,"special_lifesteal;basic_hp;basic_hp;basic_mr;basic_power;basic_mr"
4,0,235,150,5,bot0_3,Summoner,0,MAGE,magical,4,2,10,7,5607,3649,3518,0,17.3,0,185,239,28,12,9,194,2619,669,211,23,0.901,1,1.04,"basic_hp;basic_hp;basic_power;basic_hp;basic_power;basic_haste;basic_mr;basic_armor;basic_hp"
4,0,235,150,5,bot1_3,Ironclad,1,TANK,physical,2,4,2,1,7536,3310,8316,0,17.7,0,456,549,19,13,7,117,1942,496,187,48,0.795,0.5,0.4,"basic_hp;basic_hp;special_gw;basic_mr;basic_mr;basic_power"
4,0,235,150,5,bot0_4,Reaper,0,SPLITPUSHER,magical,7,1,7,14,9776,5185,2557,387,23.6,1.8,424,689,29,15,9,264,2964,758,220,15,0.938,1.8,2.03,"special_lifesteal;basic_power;basic_power;basic_hp;basic_haste;basic_power;basic_power;basic_mr;basic_hp"
4,0,235,150,5,bot1_4,Zephyr,1,SPLITPUSHER,magical,1,4,3,1,5941,2260,5739,0,12.1,0,143,271,19,23,8,25,1875,479,186,49,0.793,0.3,0.39,"basic_hp;basic_hp;basic_hp;basic_mr;basic_mr;basic_haste;basic_power"
5,1,411,89,151,bot0_1,Summoner,0,MAGE,magical,2,7,9,1.57,6559,2762,9920,203,9,0.7,184,255,35,16,10,111,3011,440,308,102,0.751,0.3,0.28,"special_lifesteal;basic_power;basic_hp;basic_power;basic_hp;basic_mr;basic_mr;basic_hp;basic_haste;basic_armor"
5,1,411,89,151,bot1_1,Vanguard,1,FIGHTER,physical,3,3,23,8.67,21014,9846,7991,581,26.5,1.6,486,678,60,37,12,45,4095,598,371,40,0.903,0.4,1.23,"special_lifesteal;basic_power;basic_power;basic_hp;basic_as;basic_power;basic_hp;basic_armor;basic_as;basic_hp;basic_mr;basic_as;basic_armor;basic_mr"
5,1,411,89,151,bot0_2,Jirina,0,FIGHTER,magical,5,6,9,2.33,16813,8925,13298,3842,28,12,417,516,38,19,11,190,3440,502,319,92,0.777,0.7,0.67,"basic_hp;basic_hp;basic_hp;basic_mr;basic_mr;basic_haste;basic_mr;basic_haste;basic_power;basic_armor;basic_hp;basic_as"
5,1,411,89,151,bot1_2,Reaper,1,SPLITPUSHER,magical,15,3,14,9.67,37469,23348,8010,921,62.8,2.5,926,1852,61,31,13,166,5391,787,372,39,0.905,2.2,2.91,"special_lifesteal;basic_power;basic_power;basic_hp;basic_hp;basic_power;basic_hp;basic_haste;basic_armor;basic_haste;basic_mr;basic_power;basic_hp;basic_haste;basic_hp;basic_hp;basic_power"
5,1,411,89,151,bot0_3,Ironclad,0,TANK,physical,2,7,11,1.86,7924,5182,14456,0,17.1,0,343,475,29,21,11,275,3175,464,304,107,0.739,0.3,0.36,"special_gw;basic_hp;basic_mr;basic_power;basic_hp;basic_armor;basic_mr;basic_power;basic_as;basic_hp"
5,1,411,89,151,bot1_3,Cleric,1,SUPPORT,magical,2,4,23,6.25,9118,3486,7220,6419,9.8,18,279,340,52,39,12,17,3892,568,357,54,0.869,0.3,0.48,"basic_hp;basic_hp;basic_hp;basic_mr;basic_armor;basic_power;basic_armor;basic_mr;basic_haste;basic_armor;basic_mr;basic_hp;basic_as;basic_mr"
5,1,411,89,151,bot0_4,Fusilier,0,SLAYER,physical,5,10,4,0.9,14015,7069,10482,416,24.8,1.5,415,586,40,13,10,8,3208,468,285,126,0.692,0.7,0.67,"special_lifesteal;basic_power;basic_power;basic_power;basic_hp;basic_as;basic_hp;basic_as;basic_mr;basic_armor;basic_as"
5,1,411,89,151,bot1_4,Tamer,1,MAGE,magical,10,4,15,6.25,17374,10100,6449,4898,28.1,13.6,352,527,48,16,13,156,4706,687,359,52,0.874,1.5,1.57,"special_lifesteal;basic_power;basic_hp;basic_haste;basic_mr;basic_power;basic_power;basic_hp;basic_power;basic_haste;basic_hp;basic_armor;basic_power;basic_haste;basic_power"
6,1,393,67,151,bot0_1,Mage,0,MAGE,magical,7,7,7,2,15909,7659,11761,394,25.5,1.3,552,590,52,23,12,173,3848,587,300,93,0.764,1.1,0.65,"special_lifesteal;basic_hp;basic_hp;basic_power;basic_hp;basic_hp;basic_armor;basic_power;basic_hp;basic_hp;basic_mr;basic_haste"
6,1,393,67,151,bot1_1,Reaper,1,SPLITPUSHER,magical,8,4,15,5.75,11610,7497,7041,409,22.3,1.2,414,818,45,24,11,231,4081,623,337,57,0.856,1.2,1.06,"special_lifesteal;basic_hp;basic_power;basic_power;basic_haste;basic_armor;basic_hp;basic_mr;basic_hp;basic_hp;basic_power;basic_haste;basic_power"
6,1,393,67,151,bot0_2,Lynx,0,SLAYER,physical,2,9,9,1.22,9727,5296,8667,443,19.3,1.6,426,570,42,35,9,250,2875,439,275,118,0.7,0.3,0.61,"special_lifesteal;special_lifesteal;basic_power;basic_as;basic_hp;basic_mr;basic_armor;basic_power"
6,1,393,67,151,bot1_2,Fusilier,1,SLAYER,physical,9,3,20,9.67,17049,10692,6970,0,28.5,0,270,575,59,20,12,99,4649,709,376,18,0.955,1.4,1.53,"basic_hp;basic_hp;basic_armor;basic_hp;basic_mr;basic_hp;basic_power;basic_hp;basic_armor;basic_mr;basic_as;basic_armor;basic_haste;basic_mr;basic_as;basic_hp"
6,1,393,67,151,bot0_3,Kratoma,0,SLAYER,physical,2,9,7,1,16579,7242,9459,397,22.4,1.2,281,614,21,20,10,136,2886,440,323,70,0.822,0.3,0.77,"special_lifesteal;basic_power;basic_power;basic_power;basic_power;basic_as;basic_hp;basic_as;basic_as"
6,1,393,67,151,bot1_3,Tamer,1,MAGE,magical,11,3,18,9.67,21320,12613,6343,5901,33.6,15.7,312,593,51,19,13,45,4870,743,376,18,0.955,1.7,1.99,"special_lifesteal;basic_power;basic_hp;basic_power;basic_hp;basic_power;basic_haste;basic_mr;basic_power;basic_haste;basic_armor;basic_power;basic_mr;basic_hp;basic_power;basic_haste"
6,1,393,67,151,bot0_4,Jirina,0,FIGHTER,magical,3,7,8,1.57,10557,5111,12428,3322,17.1,11.1,372,472,31,14,10,138,3063,467,299,95,0.76,0.5,0.41,"basic_hp;basic_hp;special_lifesteal;basic_mr;basic_hp;basic_armor;basic_armor;basic_power;basic_mr;basic_power"
6,1,393,67,151,bot1_4,Oracle,1,MAGE,physical,4,4,22,6.5,15454,9105,8207,444,26.9,1.3,364,565,25,25,12,223,3998,610,339,55,0.861,0.6,1.11,"special_lifesteal;basic_power;basic_hp;basic_power;basic_as;basic_armor;basic_hp;basic_as;basic_mr;basic_power;basic_armor;basic_hp;basic_as"
7,1,434,61,151,bot0_1,Hana,0,TANK,magical,7,6,14,3.5,18907,12268,14379,0,35,0,584,972,19,48,12,133,4108,567,351,84,0.807,1,0.85,"basic_hp;basic_hp;basic_armor;basic_mr;basic_mr;basic_power;basic_hp;basic_haste;basic_hp;basic_hp;basic_hp;basic_as;basic_armor;basic_armor"
7,1,434,61,151,bot1_1,Zephyr,1,SPLITPUSHER,magical,15,3,14,9.67,22746,13050,9244,644,34,1.7,588,747,54,51,13,318,5368,741,384,51,0.883,2.1,1.41,"special_lifesteal;basic_power;basic_hp;basic_power;basic_hp;basic_power;basic_haste;basic_haste;basic_hp;basic_haste;basic_power;basic_mr;basic_armor;basic_mr;basic_power;basic_armor;basic_hp"
7,1,434,61,151,bot0_2,Kratoma,0,SLAYER,physical,6,8,10,2,8483,5325,9240,201,16.6,0.6,266,614,23,17,11,271,3796,524,320,114,0.737,0.8,0.58,"special_lifesteal;basic_power;basic_power;basic_power;basic_power;basic_as;basic_as;basic_hp;basic_armor;basic_mr;basic_hp;basic_as"
7,1,434,61,151,bot1_2,Fusilier,1,SLAYER,physical,9,6,15,4,17007,9270,7312,458,26.7,1.3,484,816,46,14,12,140,4565,631,347,88,0.798,1.2,1.27,"special_lifesteal;basic_power;basic_power;basic_hp;basic_hp;basic_as;basic_power;basic_mr;basic_armor;basic_as;basic_hp;basic_as;basic_power;basic_hp;basic_mr"
7,1,434,61,151,bot0_3,Mage,0,MAGE,magical,3,8,13,2,13944,7469,9913,0,23.5,0,487,564,57,21,11,265,3565,492,318,117,0.732,0.4,0.75,"basic_hp;basic_hp;basic_mr;basic_armor;basic_haste;basic_power;basic_as;basic_hp;basic_hp;basic_hp;basic_mr;basic_armor"
7,1,434,61,151,bot1_3,Wanderer,1,SLAYER,physical,3,6,23,4.33,20806,12444,8921,0,35.8,0,644,1117,26,21,12,182,4032,557,348,87,0.8,0.4,1.39,"basic_hp;basic_hp;basic_mr;basic_hp;basic_mr;basic_power;basic_as;basic_armor;basic_power;basic_as;basic_armor;basic_haste;basic_hp;basic_hp"
7,1,434,61,151,bot0_4,Tamer,0,MAGE,magical,6,10,14,2,12566,8767,12102,3239,30.5,11.3,266,442,32,12,12,275,4075,563,288,147,0.662,0.8,0.72,"basic_hp;basic_hp;basic_hp;basic_mr;basic_hp;basic_armor;basic_mr;basic_haste;basic_power;basic_as;basic_armor;basic_mr;basic_haste;basic_power"
7,1,434,61,151,bot1_4,Volstrov,1,MAGE,magical,5,7,20,3.57,14249,9132,10675,0,24.6,0,270,606,14,23,12,236,4211,582,371,63,0.854,0.7,0.86,"basic_hp;basic_hp;basic_hp;basic_mr;basic_power;basic_hp;basic_power;basic_haste;basic_armor;basic_as;basic_hp;basic_mr;basic_hp;basic_mr"
8,1,299,1,151,bot0_1,Oracle,0,MAGE,physical,0,6,1,0.17,8661,3301,8163,0,14.7,0,338,387,16,15,8,30,1855,372,224,75,0.749,0,0.4,"basic_hp;basic_hp;basic_hp;basic_armor;basic_mr;basic_as;basic_power"
8,1,299,1,151,bot1_1,Goliath,1,TANK,physical,5,0,16,21,10475,4596,4997,3317,15.4,11.1,320,583,33,30,10,85,3360,673,299,0,1,1,0.92,"basic_hp;basic_hp;basic_hp;basic_armor;basic_mr;basic_armor;basic_armor;basic_mr;basic_as;basic_power;basic_hp;basic_as"
8,1,299,1,151,bot0_2,Tamer,0,MAGE,magical,0,7,1,0.14,9252,4238,6991,1991,19.8,9.3,312,556,25,10,8,105,1880,377,214,86,0.714,0,0.61,"special_lifesteal;basic_power;basic_hp;basic_haste;basic_armor;basic_mr"
8,1,299,1,151,bot1_2,Ironclad,1,TANK,physical,14,0,12,26,13713,9314,5116,0,31.1,0,368,593,34,21,11,227,4102,822,299,0,1,2.8,1.82,"special_gw;basic_hp;basic_hp;basic_hp;basic_armor;basic_hp;basic_power;basic_mr;basic_armor;basic_power;basic_armor;basic_as;basic_hp"
8,1,299,1,151,bot0_3,Doctor,0,SUPPORT,physical,1,7,0,0.14,2588,1886,8604,788,8.7,3.6,197,197,8,12,7,237,1887,378,217,83,0.723,0.2,0.22,"basic_hp;basic_hp;basic_hp;basic_hp;basic_armor;basic_mr"
8,1,299,1,151,bot1_3,Bruiser,1,FIGHTER,physical,3,1,18,21,8393,4578,3630,0,16,0,205,420,47,31,10,152,3202,642,287,13,0.958,0.6,1.26,"basic_hp;basic_hp;basic_hp;basic_armor;basic_armor;basic_armor;basic_mr;basic_mr;basic_mr;basic_hp;basic_as"
8,1,299,1,151,bot0_4,Quiller,0,SLAYER,physical,0,6,1,0.17,9326,3781,7061,266,15.1,1.1,212,344,29,19,7,43,1818,364,250,50,0.834,0,0.54,"special_lifesteal;basic_power;basic_as;basic_hp;basic_armor;basic_mr"
8,1,299,1,151,bot1_4,Jirina,1,FIGHTER,magical,4,0,20,24,18633,9383,3362,3454,31.3,11.5,627,863,39,11,10,197,3397,681,299,0,1,0.8,2.79,"special_lifesteal;basic_power;basic_power;basic_power;basic_hp;basic_armor;basic_hp;basic_armor;basic_hp;basic_haste;basic_mr"
9,0,340,150,26,bot0_1,Hana,0,TANK,magical,7,2,17,12,17573,12837,7909,0,40.7,0,618,1120,18,39,12,246,4021,709,315,25,0.926,1.2,1.62,"basic_hp;basic_hp;basic_hp;basic_mr;basic_mr;basic_power;basic_armor;basic_power;basic_mr;basic_haste;basic_armor;basic_haste;basic_armor;basic_as"
9,0,340,150,26,bot1_1,Zephyr,1,SPLITPUSHER,magical,2,6,4,1,6715,2517,10122,0,9.7,0,291,432,30,30,9,39,2464,434,259,81,0.762,0.4,0.25,"basic_hp;basic_hp;basic_hp;basic_armor;basic_hp;basic_haste;basic_armor;basic_mr;basic_power"
9,0,340,150,26,bot0_2,Kratoma,0,SLAYER,physical,6,2,20,13,15767,10988,4942,568,32.3,1.7,294,525,26,27,11,78,3903,688,340,0,1,1.1,2.22,"special_lifesteal;basic_power;basic_hp;basic_power;basic_as;basic_hp;basic_as;basic_mr;basic_power;basic_armor;basic_hp;basic_as;basic_power"
9,0,340,150,26,bot1_2,Jirina,1,FIGHTER,magical,1,5,7,1.6,6938,3685,10714,3075,12.4,10.3,480,480,25,12,9,171,2521,444,298,43,0.874,0.2,0.34,"basic_hp;basic_hp;basic_hp;basic_armor;basic_armor;basic_power;basic_haste;basic_mr;basic_as"
9,0,340,150,26,bot0_3,Lynx,0,SLAYER,physical,5,2,10,7.5,12211,7177,4140,427,22.8,1.4,350,796,48,38,10,122,3222,568,315,25,0.925,0.9,1.73,"special_lifesteal;basic_power;basic_power;basic_power;basic_as;basic_power;basic_as;basic_as;basic_power;basic_hp"
9,0,340,150,26,bot1_3,Vanguard,1,FIGHTER,physical,2,8,6,1,9759,4484,12676,0,18.3,0,340,523,38,23,9,194,2594,457,245,96,0.719,0.4,0.35,"basic_hp;basic_hp;basic_hp;basic_armor;basic_power;basic_as;basic_armor;basic_mr;basic_armor"
9,0,340,150,26,bot0_4,Quiller,0,SLAYER,physical,9,2,13,11,14217,9207,3199,497,29.6,1.6,394,644,41,23,12,242,4092,721,311,29,0.914,1.6,2.88,"special_lifesteal;basic_power;basic_power;basic_power;basic_as;basic_as;basic_power;basic_as;basic_hp;basic_hp;basic_mr;basic_mr;basic_hp"
9,0,340,150,26,bot1_4,Volstrov,1,MAGE,magical,3,8,5,1,12307,7872,9672,389,33.6,1.7,228,454,15,21,10,124,2799,493,234,106,0.688,0.5,0.81,"special_lifesteal;basic_power;basic_power;basic_power;basic_hp;basic_haste;basic_armor;basic_hp;basic_hp"
10,0,446,150,105,bot0_1,Jailer,0,TANK,magical,8,3,18,8.67,21449,11881,8881,0,29,0,540,704,43,32,13,51,4651,625,410,36,0.919,1.1,1.34,"basic_hp;basic_hp;basic_hp;basic_mr;basic_mr;basic_armor;basic_power;basic_hp;basic_haste;basic_armor;basic_mr;basic_hp;basic_hp;basic_as;basic_armor;basic_mr"
10,0,446,150,105,bot1_1,Oracle,1,MAGE,physical,4,6,8,2,13279,8038,10652,333,22.6,0.9,526,662,21,21,11,294,3444,463,355,91,0.797,0.5,0.75,"special_lifesteal;basic_power;basic_hp;basic_power;basic_hp;basic_as;basic_mr;basic_armor;basic_as;basic_armor;basic_mr"
10,0,446,150,105,bot0_2,Doctor,0,SUPPORT,physical,5,2,20,12.5,9351,5369,11163,11980,12.7,28.3,258,368,29,27,13,35,4385,590,424,22,0.95,0.7,0.48,"basic_hp;basic_hp;basic_hp;basic_hp;basic_mr;basic_armor;basic_mr;basic_hp;basic_armor;basic_mr;basic_hp;basic_armor;basic_power;basic_mr;basic_as"
10,0,446,150,105,bot1_2,Kratoma,1,SLAYER,physical,3,7,10,1.86,14212,9420,9722,0,27.8,0,389,587,27,26,11,173,3348,450,339,107,0.759,0.4,0.97,"basic_hp;basic_hp;basic_armor;basic_power;basic_mr;basic_as;basic_hp;basic_mr;basic_armor;basic_power;basic_haste;basic_as"
10,0,446,150,105,bot0_3,Wanderer,0,SLAYER,physical,12,5,15,5.4,33149,17307,12732,820,42.4,2,805,1610,32,23,14,70,5170,695,408,38,0.915,1.6,1.36,"special_lifesteal;basic_power;basic_hp;basic_hp;basic_power;basic_as;basic_as;basic_hp;basic_mr;basic_power;basic_armor;basic_as;basic_hp;basic_power;basic_as;basic_power;basic_mr"
10,0,446,150,105,bot1_3,Pyromancer,1,SLAYER,magical,2,7,13,2.14,16134,9055,9907,265,26.9,0.8,568,815,33,25,10,210,3285,442,337,109,0.755,0.3,0.91,"special_lifesteal;basic_power;basic_power;basic_hp;basic_hp;basic_haste;basic_power;basic_hp;basic_power;basic_hp"
