className,gamesPlayed,wins,losses,winRate,kills_avg,kills_median,kills_max,deaths_avg,deaths_median,deaths_max,assists_avg,assists_median,assists_max,kda_avg,kda_median,kda_max,dmgDealtTotal_avg,dmgDealtTotal_median,dmgDealtTotal_max,dmgDealtToHeroes_avg,dmgDealtToHeroes_median,dmgDealtToHeroes_max,dmgTaken_avg,dmgTaken_median,dmgTaken_max,hpHealed_avg,hpHealed_median,hpHealed_max,dpsToHeroes_avg,dpsToHeroes_median,dpsToHeroes_max,hpsHealed_avg,hpsHealed_median,hpsHealed_max,maxBurst1s_avg,maxBurst1s_median,maxBurst1s_max,maxBurst3s_avg,maxBurst3s_median,maxBurst3s_max,spellCastsQ_avg,spellCastsQ_median,spellCastsQ_max,spellCastsE_avg,spellCastsE_median,spellCastsE_max,level_avg,level_median,level_max,gold_avg,gold_median,gold_max,totalGold_avg,totalGold_median,totalGold_max,goldPerMin_avg,goldPerMin_median,goldPerMin_max,timeAlive_avg,timeAlive_median,timeAlive_max,timeDead_avg,timeDead_median,timeDead_max,survivalRate_avg,survivalRate_median,survivalRate_max,killsPerMin_avg,killsPerMin_median,killsPerMin_max,dmgEfficiency_avg,dmgEfficiency_median,dmgEfficiency_max
Cleric,4,2,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,600,600,600,600,600,600,60000,60000,60000,0,0,0,0,0,0,0.02,0.017,0.017,0,0,0,0,0,0
Goliath,4,2,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,600,600,600,600,600,600,60000,60000,60000,0,0,0,0,0,0,0.02,0.017,0.017,0,0,0,0,0,0
Lynx,5,3,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,600,600,600,600,600,600,60000,60000,60000,0,0,0,0,0,0,0.02,0.017,0.017,0,0,0,0,0,0
Jirina,4,2,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,600,600,600,600,600,600,60000,60000,60000,0,0,0,0,0,0,0.02,0.017,0.017,0,0,0,0,0,0
Bruiser,2,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,600,600,600,600,600,600,60000,60000,60000,0,0,0,0,0,0,0.02,0.017,0.017,0,0,0,0,0,0
Tamer,5,4,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,600,600,600,600,600,600,60000,60000,60000,0,0,0,0,0,0,0.02,0.017,0.017,0,0,0,0,0,0
Hana,5,3,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,600,600,600,600,600,600,60000,60000,60000,0,0,0,0,0,0,0.02,0.017,0.017,0,0,0,0,0,0
Ironclad,7,3,4,42.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,600,600,600,600,600,600,60000,60000,60000,0,0,0,0,0,0,0.02,0.017,0.017,0,0,0,0,0,0
Kratoma,2,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,600,600,600,600,600,600,60000,60000,60000,0,0,0,0,0,0,0.02,0.017,0.017,0,0,0,0,0,0
Wanderer,4,2,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,600,600,600,600,600,600,60000,60000,60000,0,0,0,0,0,0,0.02,0.017,0.017,0,0,0,0,0,0
Mage,3,1,2,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,600,600,600,600,600,600,60000,60000,60000,0,0,0,0,0,0,0.02,0.017,0.017,0,0,0,0,0,0
Summoner,2,2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,600,600,600,600,600,600,60000,60000,60000,0,0,0,0,0,0,0.02,0.017,0.017,0,0,0,0,0,0
Zephyr,2,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,600,600,600,600,600,600,60000,60000,60000,0,0,0,0,0,0,0.02,0.017,0.017,0,0,0,0,0,0
Oracle,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,600,600,600,600,600,600,60000,60000,60000,0,0,0,0,0,0,0.02,0.017,0.017,0,0,0,0,0,0
