className,gamesPlayed,wins,losses,winRate,kills_avg,kills_median,kills_max,deaths_avg,deaths_median,deaths_max,assists_avg,assists_median,assists_max,kda_avg,kda_median,kda_max,dmgDealtTotal_avg,dmgDealtTotal_median,dmgDealtTotal_max,dmgDealtToHeroes_avg,dmgDealtToHeroes_median,dmgDealtToHeroes_max,dmgTaken_avg,dmgTaken_median,dmgTaken_max,hpHealed_avg,hpHealed_median,hpHealed_max,dpsToHeroes_avg,dpsToHeroes_median,dpsToHeroes_max,hpsHealed_avg,hpsHealed_median,hpsHealed_max,maxBurst1s_avg,maxBurst1s_median,maxBurst1s_max,maxBurst3s_avg,maxBurst3s_median,maxBurst3s_max,spellCastsQ_avg,spellCastsQ_median,spellCastsQ_max,spellCastsE_avg,spellCastsE_median,spellCastsE_max,level_avg,level_median,level_max,gold_avg,gold_median,gold_max,totalGold_avg,totalGold_median,totalGold_max,goldPerMin_avg,goldPerMin_median,goldPerMin_max,timeAlive_avg,timeAlive_median,timeAlive_max,timeDead_avg,timeDead_median,timeDead_max,survivalRate_avg,survivalRate_median,survivalRate_max,killsPerMin_avg,killsPerMin_median,killsPerMin_max,dmgEfficiency_avg,dmgEfficiency_median,dmgEfficiency_max
Jirina,37,25,12,67.6,4.08,4,10,2.76,2,7,12.22,13,22,10.93,11,26,12602.08,11339,27763,7184.84,6738,17600,7649.59,7288,14678,3336.68,3322,7776,22.86,22.4,45.3,10.68,10.3,21.6,417.76,417,627,547.95,532,863,36.59,35,77,13.86,14,31,10.05,10,13,168.51,174,330,3206.35,3397,4644,581.16,586,928,302.86,299,486,32.73,24,97,0.91,0.932,1,0.73,0.7,2.2,1.28,1.03,4.16
Kratoma,47,23,24,48.9,4.79,4,15,4.13,5,9,9.96,9,25,8.19,3,29,12817.96,11360,27801,7097.45,6390,16309,6938.87,7139,14368,267.53,272,728,23.48,22.4,40.5,0.88,1,2.4,284.04,279,480,526.09,511,1120,22.47,22,36,21.47,22,40,10.02,10,13,126.04,122,316,3217.53,3348,4935,579.89,530,967,290.83,284,423,47.89,51,114,0.86,0.861,1,0.89,0.6,3,1.19,0.98,4.07
Doctor,33,21,12,63.6,3.7,3,9,3.67,3,10,13.55,15,24,9.85,8.67,25,7480.76,6824,20047,5356.91,4767,16324,8467.88,8604,15673,6907.48,6672,14477,18.05,17.4,38.9,22.68,22.7,42.8,231,220,423,355.06,341,691,21.73,22,40,18.03,19,28,10,10,13,152.52,127,353,3172.97,3356,4462,586.18,616,837,289.09,296,424,40,24,110,0.88,0.914,1,0.71,0.7,2,0.76,0.56,2.46
Goliath,29,12,17,41.4,2.83,2,9,4.34,6,8,11.1,12,26,9.01,2.29,29,11002.79,9326,25331,6079.69,4894,13485,10373.69,9285,18848,1854.66,1858,4036,19.31,18.1,32.3,5.84,5.2,11.1,381.9,367,651,533.86,531,911,35.41,35,56,21.66,22,37,9.9,10,14,168,179,270,3071.45,3228,4946,522.17,471,745,298,294,482,54.48,62,111,0.84,0.813,1,0.47,0.4,1.4,0.68,0.49,1.78
Bruiser,34,16,18,47.1,4.5,3,14,4.21,4,9,8.94,10,24,7.7,3,26,12939.12,11758,30509,7657.74,8027,18849,8429.15,8705,13466,167.35,0,846,24.73,26.6,53.1,0.53,0,2.4,366.26,354,904,611.21,588,1368,44.12,47,72,32,31,50,9.88,10,13,147.62,154,319,3149.82,3096,5192,546.47,558,839,290.65,295,437,51.94,56,104,0.85,0.865,1,0.75,0.6,2.6,0.99,0.83,2.82
Vanguard,33,15,18,45.5,4.03,3,12,4.15,5,8,10.91,12,23,7.32,2.43,29,14545.12,12990,33885,7602.61,6867,14256,8742.82,8785,14286,127.58,0,581,24.88,26,43.2,0.43,0,2.2,469.03,444,1037,694.39,685,1398,44.76,43,70,28.39,28,45,10.09,10,15,149.79,161,411,3196,3211,5649,553.73,517,858,294.12,281,457,50.33,53,102,0.85,0.844,1,0.68,0.5,2,0.98,0.82,3.06
Tamer,37,19,18,51.4,5.14,4,13,4.76,5,10,9.62,8,21,6.9,3.33,28,13229.95,12566,24555,7676,7674,12811,6115.57,6213,12813,2974.84,2696,5901,28.21,28.6,40.8,10.96,10.5,17.5,300.76,289,456,518.19,511,828,31.92,32,59,11.41,11,19,10.24,10,13,149.81,154,288,3234.27,3140,4870,603.92,585,880,267.32,264,420,58.03,62,147,0.83,0.836,1,0.96,0.8,3.1,1.59,1.32,4.75
Ironclad,28,12,16,42.9,3.46,2,14,3.79,4,7,10.75,12,28,8.77,3.25,29,10352.82,8726,24940,6359.04,5253,13731,10127.32,11320,14846,0,0,0,20.15,18.8,34.8,0,0,0,346.96,353,580,496.5,488,845,30.68,29,59,20.36,19,38,10.14,10,15,137.29,117,275,3117.64,3175,5058,534.57,496,822,298.32,288,458,49.61,58,107,0.85,0.849,1,0.59,0.5,2.8,1.01,0.52,5.83
Fusilier,30,18,12,60,6.07,7,15,4.43,4,10,11,12,20,8.36,5.67,29,14787.03,15144,24301,8321.6,8540,15246,6212.07,5651,10682,344.37,416,695,28.44,27.8,48.4,1.2,1.4,2.4,381.93,384,569,620.63,639,838,42.57,43,64,13.57,13,20,10.67,11,13,179.87,198,347,3539.03,3700,4727,616.8,644,864,288.93,285,376,57.17,61,126,0.84,0.876,1,1.06,1.2,2.5,1.68,1.54,7.83
Wanderer,33,20,13,60.6,6.33,6,12,3.45,3,8,11.36,11,23,11.23,6,28,19800.76,18616,34087,11320.73,11288,17637,6056.42,5822,12732,355.33,395,820,40.41,39.2,60.6,1.26,1.3,2.6,639.88,579,1220,1132.7,1100,2408,20.12,19,32,16.52,16,23,10.55,10,14,177.76,182,301,3434.58,3396,5170,650.82,622,939,280.3,273,408,45.12,38,112,0.87,0.904,1,1.25,1.1,3.2,2.42,1.66,5.22
Volstrov,35,14,21,40,3.34,3,9,5.31,6,9,8.77,10,20,4.66,1.57,23,11384.83,10836,28592,6526.49,6033,14333,7350.97,7537,13096,223.11,238,563,22.49,22.5,33.9,0.8,0.9,2,262.51,270,405,486.37,460,818,14.03,14,36,15.97,15,34,9.97,10,15,188.74,178,387,3034.46,2936,5264,529.43,493,815,283.71,272,486,61.51,66,110,0.82,0.805,1,0.57,0.6,1.9,1.06,0.84,3.77
Healer,17,9,8,52.9,3.18,3,10,3.71,3,7,11.53,13,24,8.59,6.67,25,7625.65,7428,11620,4887.47,4548,8611,7863.47,7791,13199,4957.82,4250,11234,16.56,17.5,24.3,16.58,14.2,35.3,151.18,151,188,208.47,208,238,45,48,68,14.65,13,27,9.71,10,12,165.94,192,326,3017.41,3043,4659,545.76,565,727,285.53,291,382,42.94,29,87,0.86,0.909,1,0.56,0.5,1.6,0.75,0.89,2.1
