gameIndex,winner,gameDuration,score0,score1,id,className,team,role,dmgType,kills,deaths,assists,kda,dmgDealtTotal,dmgDealtToHeroes,dmgTaken,hpHealed,dpsToHeroes,hpsHealed,maxBurst1s,maxBurst3s,spellCastsQ,spellCastsE,level,gold,totalGold,goldPerMin,timeAlive,timeDead,survivalRate,killsPerMin,dmgEfficiency,items
2,0,381,151,34,bot1_1,Zephyr,1,SPLITPUSHER,magical,1,9,8,1,7999,2454,11162,0,9.1,0,212,271,34,30,10,163,2788,439,271,110,0.711,0.2,0.22,"basic_hp;basic_hp;basic_armor;basic_power;basic_haste;basic_hp;basic_armor;basic_mr;basic_power;basic_as"
2,0,381,151,34,bot0_2,Fusilier,0,SLAYER,physical,19,3,13,10.67,25588,17241,5272,804,51.9,2.4,567,1044,57,15,14,271,5621,885,332,49,0.872,3,3.27,"special_lifesteal;basic_power;basic_as;basic_power;basic_as;basic_hp;basic_power;basic_mr;basic_power;basic_as;basic_armor;basic_hp;basic_mr;basic_armor;basic_power;basic_as;basic_hp;basic_mr"
2,0,381,151,34,bot1_2,Jirina,1,FIGHTER,magical,6,8,7,1.63,15576,11426,14379,4769,36.4,15.2,401,548,34,21,10,212,3412,537,314,67,0.824,0.9,0.79,"special_lifesteal;basic_power;basic_hp;basic_power;basic_haste;basic_power;basic_hp;basic_armor;basic_hp;basic_haste;basic_mr"
2,0,381,151,34,bot0_3,Vanguard,0,FIGHTER,physical,3,2,28,15.5,20097,12035,7056,0,34,0,517,679,57,39,13,165,4240,667,354,27,0.928,0.5,1.71,"special_gw;basic_hp;basic_mr;basic_hp;basic_power;basic_mr;basic_hp;basic_as;basic_mr;basic_power;basic_as;basic_armor;basic_power;basic_as"
2,0,381,151,34,bot1_3,Jailer,1,TANK,magical,4,8,9,1.63,12162,8109,14089,0,29.7,0,456,516,26,22,10,254,3229,508,273,108,0.716,0.6,0.58,"basic_hp;basic_hp;basic_armor;basic_hp;basic_mr;basic_power;basic_haste;basic_armor;basic_armor;basic_hp;basic_as"
2,0,381,151,34,bot0_4,Lynx,0,SLAYER,physical,7,4,23,7.5,18244,12821,8328,0,35.2,0,553,835,58,52,13,56,4631,729,365,17,0.957,1.1,1.54,"basic_hp;basic_hp;basic_hp;basic_mr;basic_mr;basic_power;basic_hp;basic_mr;basic_hp;basic_hp;basic_as;basic_power;basic_armor;basic_as;basic_mr;basic_haste"
2,0,381,151,34,bot1_4,Eggchanter,1,SUPPORT,magical,2,10,9,1.1,4804,2870,14613,4056,11.3,15.9,133,226,24,14,10,232,2932,461,255,127,0.668,0.3,0.2,"special_heal_power;basic_hp;basic_hp;basic_power;basic_hp;basic_armor;basic_power;basic_hp;basic_haste"
3,1,287,16,152,bot0_1,Goliath,0,TANK,physical,0,6,1,0.17,3567,1591,9451,574,7.4,2.7,312,367,30,10,8,32,1857,388,216,71,0.753,0,0.17,"basic_hp;basic_hp;basic_armor;basic_mr;basic_power;basic_hp;basic_as"
3,1,287,16,152,bot1_1,Kratoma,1,SLAYER,physical,12,0,12,24,13439,7076,3070,334,24.6,1.2,280,661,22,25,11,65,4215,880,287,0,1,2.5,2.3,"special_lifesteal;basic_power;basic_power;basic_power;basic_as;basic_as;basic_hp;basic_mr;basic_hp;basic_power;basic_as;basic_hp;basic_as;basic_armor"
3,1,287,16,152,bot0_2,Volstrov,0,MAGE,magical,0,7,1,0.14,4867,3169,7397,149,15.3,0.7,179,297,14,13,8,88,1863,389,207,80,0.72,0,0.43,"special_lifesteal;basic_power;basic_hp;basic_armor;basic_haste;basic_mr"
3,1,287,16,152,bot1_2,Jirina,1,FIGHTER,magical,5,0,20,25,12519,9743,5713,1878,33.9,6.5,501,748,28,9,11,261,3511,733,287,0,1,1,1.71,"special_lifesteal;basic_power;basic_power;basic_hp;basic_power;basic_mr;basic_hp;basic_hp;basic_armor;basic_haste;basic_power"
3,1,287,16,152,bot0_3,Mage,0,MAGE,magical,0,8,1,0.13,8325,3770,7440,203,19.4,1,460,621,24,13,8,94,1894,395,195,93,0.677,0,0.51,"special_lifesteal;basic_power;basic_power;basic_hp;basic_armor;basic_haste"
3,1,287,16,152,bot1_3,Lynx,1,SLAYER,physical,5,1,16,21,20727,10605,2878,694,36.9,2.4,599,997,51,32,10,103,3328,695,287,0,1,1,3.68,"special_lifesteal;basic_power;basic_hp;basic_power;basic_power;basic_as;basic_hp;basic_hp;basic_as;basic_mr;basic_mr"
3,1,287,16,152,bot0_4,Bruiser,0,FIGHTER,physical,1,7,0,0.14,11097,6298,8722,275,30.7,1.3,465,776,31,22,8,158,1958,409,205,82,0.715,0.2,0.72,"special_lifesteal;basic_power;basic_hp;basic_as;basic_armor;basic_power"
3,1,287,16,152,bot1_4,Doctor,1,SUPPORT,physical,6,0,15,21,4228,3313,5076,7739,11.5,26.9,302,393,16,16,10,190,3390,708,287,0,1,1.3,0.65,"basic_hp;basic_hp;basic_hp;basic_mr;basic_mr;basic_armor;basic_power;basic_as;basic_mr;basic_armor;basic_haste;basic_power"
4,1,246,0,151,bot0_1,Vanguard,0,FIGHTER,physical,0,4,0,0,6443,1422,5635,166,6.7,0.8,400,454,28,17,7,322,1622,395,211,35,0.857,0,0.25,"special_lifesteal;basic_power;basic_hp;basic_power"
4,1,246,0,151,bot1_1,Wanderer,1,SLAYER,physical,9,0,10,19,23417,15259,3023,588,61.9,2.4,488,1161,19,16,10,226,3451,840,246,0,1,2.2,5.05,"special_lifesteal;basic_power;basic_hp;basic_power;basic_as;basic_power;basic_armor;basic_as;basic_power;basic_mr;basic_hp"
4,1,246,0,151,bot0_2,Goliath,0,TANK,physical,0,6,0,0,7937,4146,11114,890,22.8,4.9,281,391,22,13,8,137,1712,417,182,64,0.739,0,0.37,"basic_hp;basic_hp;basic_hp;basic_mr;basic_armor;basic_power"
4,1,246,0,151,bot1_2,Pyromancer,1,SLAYER,magical,6,0,13,19,9944,5353,3512,193,21.7,0.8,412,629,22,19,9,60,3085,751,246,0,1,1.5,1.52,"special_lifesteal;basic_power;basic_power;basic_hp;basic_power;basic_hp;basic_hp;basic_armor;basic_armor;basic_hp"
4,1,246,0,151,bot0_3,Tamer,0,MAGE,magical,0,6,0,0,9144,3612,6323,1732,21,10.1,301,530,22,10,7,153,1703,415,172,74,0.698,0,0.57,"special_lifesteal;basic_power;basic_power;basic_hp;basic_haste"
4,1,246,0,151,bot1_3,Eggchanter,1,SUPPORT,magical,4,0,15,19,4374,3059,3597,5123,12.4,20.8,135,190,28,14,9,238,2888,703,246,0,1,1,0.85,"basic_hp;basic_hp;basic_hp;basic_armor;basic_armor;basic_mr;basic_mr;basic_haste;basic_haste;basic_power"
4,1,246,0,151,bot0_4,Doctor,0,SUPPORT,physical,0,5,0,0,1615,582,6018,2647,3,13.6,107,155,17,7,7,19,1619,394,194,52,0.789,0,0.1,"special_gw;basic_hp;basic_hp;basic_mr;basic_hp"
4,1,246,0,151,bot1_4,Healer,1,SUPPORT,magical,2,0,17,19,4080,2725,1062,1191,11.1,4.8,148,210,37,4,9,162,2712,660,246,0,1,0.5,2.57,"basic_hp;basic_hp;basic_hp;basic_armor;basic_armor;basic_mr;basic_armor;basic_hp;basic_armor"
5,0,276,150,1,bot0_1,Bruiser,0,FIGHTER,physical,9,0,16,25,7825,5091,4551,0,18.4,0,264,476,45,34,11,158,3933,854,276,0,1,2,1.12,"basic_hp;basic_hp;basic_hp;basic_armor;basic_mr;basic_armor;basic_mr;basic_as;basic_hp;basic_armor;basic_hp;basic_armor;basic_armor"
5,0,276,150,1,bot1_1,Eggchanter,1,SUPPORT,magical,0,7,1,0.14,4480,1697,9300,2691,7.7,12.2,103,163,23,11,7,261,1786,388,220,57,0.795,0,0.18,"special_heal_power;basic_hp;basic_armor;basic_mr;basic_haste"
5,0,276,150,1,bot0_2,Fusilier,0,SLAYER,physical,7,1,19,26,19279,11877,2929,649,45.7,2.5,349,704,44,15,11,21,3771,819,260,17,0.94,1.5,4.05,"special_lifesteal;basic_power;basic_power;basic_as;basic_power;basic_as;basic_hp;basic_hp;basic_armor;basic_as;basic_armor;basic_mr;basic_mr"
5,0,276,150,1,bot1_2,Ironclad,1,TANK,physical,0,7,1,0.14,4527,2543,13155,0,12.3,0,360,439,19,13,7,202,1777,386,206,70,0.746,0,0.19,"basic_hp;basic_hp;basic_hp;basic_armor;basic_mr;basic_power"
5,0,276,150,1,bot0_3,Hana,0,TANK,magical,10,0,16,26,20469,14094,4251,0,51,0,570,1163,16,36,11,163,3838,833,276,0,1,2.2,3.32,"basic_hp;basic_hp;basic_armor;basic_mr;basic_armor;basic_hp;basic_hp;basic_power;basic_hp;basic_armor;basic_armor;basic_mr;basic_haste"
5,0,276,150,1,bot1_3,Lynx,1,SLAYER,physical,1,8,0,0.13,6249,3547,8308,156,19,0.8,413,605,27,21,8,132,1907,414,187,90,0.676,0.2,0.43,"special_lifesteal;basic_power;basic_hp;basic_as;basic_armor;basic_mr"
5,0,276,150,1,bot0_4,Kratoma,0,SLAYER,physical,4,0,21,25,13878,6845,3420,534,24.8,1.9,344,580,22,21,11,185,3560,773,276,0,1,0.9,2,"special_lifesteal;basic_power;basic_power;basic_as;basic_power;basic_as;basic_power;basic_hp;basic_as;basic_hp;basic_power"
5,0,276,150,1,bot1_4,Vanguard,1,FIGHTER,physical,0,8,1,0.13,10100,5681,9139,202,30.1,1.1,694,743,31,19,8,234,1834,398,189,88,0.683,0,0.62,"special_lifesteal;basic_power;basic_power;basic_power;basic_hp"
6,0,362,150,42,bot0_1,Jailer,0,TANK,magical,6,3,16,7.33,12679,8345,10163,0,25.8,0,569,631,28,26,11,10,3735,619,324,38,0.895,1,0.82,"basic_hp;basic_hp;basic_hp;basic_armor;basic_armor;basic_hp;basic_armor;basic_hp;basic_mr;basic_power;basic_mr;basic_hp;basic_haste"
6,0,362,150,42,bot1_1,Tamer,1,MAGE,magical,5,7,8,1.86,14552,9599,8015,2801,37.4,10.9,405,675,29,10,11,124,3374,559,257,105,0.709,0.8,1.2,"special_lifesteal;basic_power;basic_hp;basic_power;basic_hp;basic_haste;basic_hp;basic_armor;basic_power;basic_mr;basic_hp"
6,0,362,150,42,bot0_2,Pyromancer,0,SLAYER,magical,9,3,15,8,13665,8524,7913,0,25.1,0,403,615,31,21,11,87,4137,686,339,22,0.938,1.5,1.08,"basic_hp;basic_hp;basic_hp;basic_armor;basic_haste;basic_hp;basic_armor;basic_hp;basic_hp;basic_mr;basic_armor;basic_haste;basic_power;basic_armor"
6,0,362,150,42,bot1_2,Quiller,1,SLAYER,physical,2,6,7,1.5,17763,9051,8521,0,32.3,0,261,450,43,26,10,69,2769,459,281,81,0.775,0.3,1.06,"basic_hp;basic_hp;basic_hp;basic_armor;basic_hp;basic_armor;basic_mr;basic_power;basic_as;basic_mr"
6,0,362,150,42,bot0_3,Kratoma,0,SLAYER,physical,10,3,13,7.67,17883,10415,7104,575,29.7,1.6,379,867,29,26,11,105,4205,697,350,12,0.968,1.7,1.47,"special_lifesteal;basic_power;basic_hp;basic_power;basic_hp;basic_hp;basic_as;basic_as;basic_power;basic_as;basic_power;basic_armor;basic_armor;basic_mr"
6,0,362,150,42,bot1_3,Fusilier,1,SLAYER,physical,3,7,9,1.71,12860,8378,8682,350,31.8,1.3,476,707,34,15,10,120,2995,497,264,98,0.729,0.5,0.96,"special_lifesteal;basic_power;basic_hp;basic_as;basic_power;basic_hp;basic_armor;basic_as;basic_mr;basic_armor"
6,0,362,150,42,bot0_4,Doctor,0,SUPPORT,physical,1,4,22,5.75,7854,5552,10877,11942,17.7,38,266,409,23,21,11,241,3291,546,314,48,0.868,0.2,0.51,"basic_hp;basic_hp;basic_armor;basic_mr;basic_power;basic_hp;basic_as;basic_hp;basic_armor;basic_hp;basic_mr"
6,0,362,150,42,bot1_4,Oracle,1,MAGE,physical,3,6,7,1.67,10616,7500,9901,0,26.5,0,391,501,18,16,10,168,2868,475,283,79,0.781,0.5,0.76,"basic_hp;basic_hp;basic_hp;basic_hp;basic_power;basic_power;basic_mr;basic_armor;basic_as;basic_armor"
7,0,264,150,3,bot0_1,Quiller,0,SLAYER,physical,0,1,12,12,8801,3629,2348,309,14.4,1.2,243,373,38,21,9,315,2365,538,251,13,0.952,0,1.55,"special_lifesteal;basic_power;basic_as;basic_hp;basic_armor;basic_mr;basic_power"
7,0,264,150,3,bot1_1,Goliath,1,TANK,physical,2,6,1,0.5,5133,2402,9685,438,12.3,2.2,270,348,24,10,8,120,2020,459,195,69,0.739,0.5,0.25,"basic_hp;basic_hp;basic_hp;basic_armor;basic_hp;basic_mr;basic_power"
7,0,264,150,3,bot0_2,Cleric,0,SUPPORT,magical,1,1,21,22,5954,4410,2851,4679,16.7,17.7,304,333,38,33,10,21,2946,670,264,0,1,0.2,1.55,"special_gw;basic_hp;basic_hp;basic_power;basic_power;basic_armor;basic_haste;basic_hp;basic_armor;basic_haste"
7,0,264,150,3,bot1_2,Vanguard,1,FIGHTER,physical,1,6,2,0.5,9157,4162,8744,0,19.2,0,408,621,35,20,7,16,1866,424,217,47,0.821,0.2,0.48,"special_gw;basic_hp;basic_power;basic_hp;basic_hp;basic_armor"
7,0,264,150,3,bot0_3,Zephyr,0,SPLITPUSHER,magical,7,0,14,21,8237,6076,3206,210,23,0.8,305,399,28,31,10,70,3445,783,264,0,1,1.6,1.9,"basic_hp;basic_hp;special_lifesteal;basic_armor;basic_hp;basic_hp;basic_armor;basic_power;basic_hp;basic_power;basic_armor"
7,0,264,150,3,bot1_3,Ironclad,1,TANK,physical,0,5,3,0.6,2664,1427,9526,0,7.1,0,270,318,16,9,7,247,1772,403,202,62,0.764,0,0.15,"special_gw;basic_hp;basic_power;basic_armor;basic_mr"
7,0,264,150,3,bot0_4,Lynx,0,SLAYER,physical,15,1,8,23,28253,19692,2749,585,74.6,2.2,551,1418,55,30,11,208,4083,928,264,0,1,3.4,7.16,"special_lifesteal;basic_power;basic_power;basic_as;basic_power;basic_as;basic_power;basic_hp;basic_armor;basic_as;basic_hp;basic_power;basic_mr"
7,0,264,150,3,bot1_4,Eggchanter,1,SUPPORT,magical,0,6,3,0.5,3868,1660,7749,1682,8.2,8.4,119,170,17,9,7,264,1814,412,201,63,0.763,0,0.21,"special_gw;basic_hp;basic_hp;basic_armor;basic_mr"
8,1,311,21,151,bot0_1,Jirina,0,FIGHTER,magical,2,6,5,1.17,7079,2439,9455,2433,9.4,9.4,321,419,26,14,9,247,2422,467,259,52,0.834,0.4,0.26,"basic_hp;basic_hp;basic_hp;basic_armor;basic_armor;basic_power;basic_haste;basic_hp"
8,1,311,21,151,bot1_1,Vanguard,1,FIGHTER,physical,4,1,21,25,21824,10984,6268,645,37,2.2,945,1299,44,35,11,193,3668,708,297,14,0.956,0.8,1.75,"special_lifesteal;basic_power;basic_power;basic_power;basic_hp;basic_as;basic_mr;basic_as;basic_hp;basic_mr;basic_armor;basic_hp"
8,1,311,21,151,bot0_2,Tamer,0,MAGE,magical,4,8,5,1.13,8325,4033,7874,2523,17,10.6,266,446,27,12,10,147,2822,545,237,74,0.762,0.8,0.51,"special_lifesteal;basic_power;basic_power;basic_hp;basic_hp;basic_armor;basic_haste;basic_hp;basic_power"
8,1,311,21,151,bot1_2,Jailer,1,TANK,magical,12,1,14,26,14733,9678,2829,0,32.7,0,371,480,33,26,12,21,4296,829,296,15,0.953,2.3,3.42,"basic_hp;basic_hp;basic_hp;basic_mr;basic_mr;basic_hp;basic_armor;basic_mr;basic_armor;basic_hp;basic_haste;basic_power;basic_mr;basic_mr;basic_as"
8,1,311,21,151,bot0_3,Fusilier,0,SLAYER,physical,1,5,8,1.8,7262,4726,6111,163,19.3,0.7,293,486,34,11,9,38,2388,461,245,66,0.787,0.2,0.77,"special_lifesteal;basic_hp;basic_hp;basic_as;basic_hp;basic_power;basic_armor;basic_mr"
8,1,311,21,151,bot1_3,Quiller,1,SLAYER,physical,7,3,11,6,10449,5844,3798,425,22,1.6,295,534,37,22,11,45,3545,684,266,45,0.856,1.4,1.54,"special_lifesteal;basic_power;basic_power;basic_hp;basic_power;basic_as;basic_hp;basic_as;basic_mr;basic_armor;basic_hp;basic_as"
8,1,311,21,151,bot0_4,Summoner,0,MAGE,magical,2,7,6,1.14,6150,3252,9901,190,14.9,0.9,172,240,28,13,9,171,2571,496,219,92,0.704,0.4,0.33,"special_lifesteal;basic_power;basic_power;basic_hp;basic_hp;basic_hp;basic_armor;basic_armor"
8,1,311,21,151,bot1_4,Lynx,1,SLAYER,physical,3,4,11,3.5,10951,4690,5174,0,18.2,0,479,666,46,33,10,194,2894,558,258,53,0.831,0.6,0.91,"basic_hp;basic_hp;basic_hp;basic_power;basic_mr;basic_hp;basic_as;basic_mr;basic_armor;basic_power"
9,1,370,23,151,bot0_1,Mage,0,MAGE,magical,1,9,7,0.89,11399,5750,8953,294,22,1.1,446,484,37,20,9,245,2595,421,262,108,0.707,0.2,0.64,"special_lifesteal;basic_power;basic_power;basic_hp;basic_power;basic_haste;basic_armor;basic_mr"
9,1,370,23,151,bot1_1,Tamer,1,MAGE,magical,12,4,14,6.5,15028,12536,5031,3075,39.7,9.7,292,496,44,10,12,79,4604,746,316,55,0.853,1.9,2.49,"special_lifesteal;basic_hp;basic_hp;basic_power;basic_mr;basic_hp;basic_mr;basic_power;basic_hp;basic_mr;basic_haste;basic_armor;basic_haste;basic_hp;basic_hp"
9,1,370,23,151,bot0_2,Zephyr,0,SPLITPUSHER,magical,2,7,6,1.14,7825,3081,9149,189,10.3,0.6,363,455,31,28,9,12,2662,431,299,71,0.808,0.3,0.34,"special_lifesteal;basic_power;basic_power;basic_hp;basic_power;basic_hp;basic_armor;basic_armor;basic_haste"
9,1,370,23,151,bot1_2,Fusilier,1,SLAYER,physical,7,0,16,23,17033,8538,3410,0,23.1,0,291,571,64,17,11,26,3976,644,370,0,1,1.1,2.5,"basic_hp;basic_hp;basic_hp;basic_mr;basic_power;basic_mr;basic_hp;basic_mr;basic_as;basic_armor;basic_as;basic_mr;basic_power;basic_hp"
9,1,370,23,151,bot0_3,Ironclad,0,TANK,physical,2,6,6,1.33,7137,4729,13382,0,16.5,0,379,485,27,17,9,251,2626,426,287,83,0.776,0.3,0.35,"basic_hp;basic_hp;basic_hp;basic_armor;basic_mr;basic_armor;basic_power;basic_mr;basic_as"
9,1,370,23,151,bot1_3,Goliath,1,TANK,physical,5,2,19,12,11532,8085,8873,2840,23.4,8.2,285,555,43,27,11,218,3743,607,346,24,0.934,0.8,0.91,"basic_hp;basic_hp;basic_hp;basic_mr;basic_mr;basic_power;basic_armor;basic_power;basic_armor;basic_mr;basic_as;basic_haste;basic_hp"
9,1,370,23,151,bot0_4,Pyromancer,0,SLAYER,magical,3,6,5,1.33,10154,4106,8537,0,14.4,0,300,735,28,18,10,81,2856,463,284,86,0.768,0.5,0.48,"basic_hp;basic_hp;basic_hp;basic_power;basic_power;basic_armor;basic_hp;basic_haste;basic_mr;basic_hp"
9,1,370,23,151,bot1_4,Quiller,1,SLAYER,physical,4,2,19,11.5,18785,10011,2763,663,29,1.9,304,592,55,29,12,16,3791,614,345,25,0.932,0.6,3.62,"special_lifesteal;basic_power;basic_hp;basic_as;basic_power;basic_hp;basic_mr;basic_as;basic_power;basic_hp;basic_armor;basic_as;basic_mr"
10,1,334,36,152,bot0_1,Summoner,0,MAGE,magical,0,9,6,0.67,4038,2593,9296,107,11.5,0.5,173,251,27,15,9,219,2269,407,225,110,0.672,0,0.28,"special_lifesteal;basic_power;basic_power;basic_hp;basic_haste;basic_mr;basic_armor"
10,1,334,36,152,bot1_1,Hana,1,TANK,magical,9,1,15,24,13619,7805,10045,0,24.3,0,492,827,22,46,11,185,4110,737,322,13,0.962,1.6,0.78,"basic_hp;basic_hp;basic_hp;basic_mr;basic_armor;basic_mr;basic_haste;basic_hp;basic_mr;basic_hp;basic_armor;basic_armor;basic_power;basic_haste"
10,1,334,36,152,bot0_2,Tamer,0,MAGE,magical,2,9,4,0.67,11573,5156,7799,2738,23.6,12.6,245,488,27,12,10,33,2658,477,218,116,0.652,0.4,0.66,"special_lifesteal;basic_power;basic_power;basic_hp;basic_power;basic_mr;basic_haste;basic_hp;basic_armor"
10,1,334,36,152,bot1_2,Volstrov,1,MAGE,magical,4,1,12,16,8421,2960,3097,307,9.2,1,214,496,7,8,11,267,3292,591,322,13,0.962,0.7,0.96,"special_lifesteal;basic_hp;basic_hp;basic_hp;basic_hp;basic_mr;basic_power;basic_power;basic_mr;basic_mr"
10,1,334,36,152,bot0_3,Pyromancer,0,SLAYER,magical,2,8,4,0.75,8076,3875,9797,0,16,0,324,557,20,17,9,12,2437,437,242,92,0.724,0.4,0.4,"basic_hp;basic_hp;basic_hp;basic_mr;basic_hp;basic_mr;basic_haste;basic_armor;basic_power"
10,1,334,36,152,bot1_3,Reaper,1,SPLITPUSHER,magical,12,2,18,15,29732,14985,5031,791,48.6,2.6,798,1388,46,22,12,16,4691,842,308,26,0.921,2.2,2.98,"special_lifesteal;basic_power;basic_power;basic_hp;basic_mr;basic_hp;basic_haste;basic_hp;basic_armor;basic_power;basic_mr;special_lifesteal;basic_haste;basic_power;basic_mr"
10,1,334,36,152,bot0_4,Fusilier,0,SLAYER,physical,2,9,3,0.56,9670,4486,8540,264,17.8,1,337,414,31,13,9,191,2516,451,252,82,0.755,0.4,0.53,"special_lifesteal;basic_power;basic_power;basic_hp;basic_hp;basic_as;basic_mr;basic_armor"
10,1,334,36,152,bot1_4,Kratoma,1,SLAYER,physical,10,2,17,13.5,15928,7254,4040,511,23.6,1.7,360,776,24,25,12,13,4438,796,307,27,0.918,1.8,1.8,"special_lifesteal;basic_power;basic_as;basic_power;basic_hp;basic_as;basic_hp;basic_power;basic_power;basic_mr;basic_armor;basic_mr;basic_as;basic_power;basic_armor"
