gameIndex,winner,gameDuration,score0,score1,id,className,team,role,dmgType,kills,deaths,assists,kda,dmgDealtTotal,dmgDealtToHeroes,dmgTaken,hpHealed,dpsToHeroes,hpsHealed,maxBurst1s,maxBurst3s,spellCastsQ,spellCastsE,level,gold,totalGold,goldPerMin,timeAlive,timeDead,survivalRate,killsPerMin,dmgEfficiency,items
1,0,294,152,9,bot0_2,Healer,0,SUPPORT,magical,2,1,16,18,6435,4258,4036,2662,15.1,9.4,149,209,48,13,10,42,2867,586,283,11,0.963,0.4,1.06,"special_gw;basic_hp;basic_mr;basic_hp;basic_mr;basic_hp;basic_hp;basic_mr;basic_mr"
1,0,294,152,9,bot1_2,Cleric,1,SUPPORT,magical,0,6,3,0.5,5413,2910,6853,1566,13,7,356,388,24,20,8,146,1971,403,223,70,0.76,0,0.42,"special_gw;basic_hp;basic_hp;basic_armor;basic_armor;basic_mr"
1,0,294,152,9,bot0_3,Quiller,0,SLAYER,physical,11,0,12,23,17000,9779,1893,546,33.3,1.9,287,657,45,27,11,245,4020,822,294,0,1,2.2,5.17,"special_lifesteal;basic_power;basic_power;basic_hp;basic_power;basic_as;basic_hp;basic_mr;basic_as;basic_mr;basic_as;basic_armor;basic_hp"
1,0,294,152,9,bot1_3,Jailer,1,TANK,magical,2,5,1,0.6,6537,3010,7961,0,11.9,0,270,357,19,18,9,119,2219,454,253,40,0.864,0.4,0.38,"special_gw;basic_hp;basic_hp;basic_hp;basic_armor;basic_mr;basic_power"
1,0,294,152,9,bot0_4,Hana,0,TANK,magical,3,1,16,19,6838,5073,4277,0,18.1,0,245,353,10,37,10,180,3005,614,281,13,0.957,0.6,1.19,"basic_hp;basic_hp;basic_hp;basic_mr;basic_mr;basic_mr;basic_haste;basic_haste;basic_hp;basic_mr"
1,0,294,152,9,bot1_4,Hana,1,TANK,magical,1,7,2,0.43,8506,4917,11396,0,24.1,0,354,694,12,24,8,220,2045,418,204,90,0.694,0.2,0.43,"basic_hp;basic_hp;basic_hp;basic_armor;basic_mr;basic_power;basic_haste"
2,1,211,0,150,bot0_1,Jailer,0,TANK,magical,0,5,0,0,6139,2337,7302,0,15.2,0,331,599,12,13,6,188,1463,415,154,58,0.728,0,0.32,"basic_hp;basic_hp;basic_armor;basic_mr;basic_haste"
2,1,211,0,150,bot1_1,Fusilier,1,SLAYER,physical,9,0,13,22,14650,10103,2142,348,47.8,1.6,445,682,35,13,10,51,3326,944,211,0,1,2.6,4.72,"special_lifesteal;basic_power;basic_power;basic_as;basic_as;basic_power;basic_as;basic_hp;basic_hp;basic_power;basic_armor"
2,1,211,0,150,bot0_2,Lynx,0,SLAYER,physical,0,7,0,0,3197,1822,6547,70,12.9,0.5,254,452,16,16,6,197,1472,418,142,70,0.67,0,0.28,"special_lifesteal;basic_power;basic_as;basic_hp"
2,1,211,0,150,bot1_2,Volstrov,1,MAGE,magical,6,0,13,19,7552,4240,1534,265,20.1,1.3,326,570,3,3,10,116,3041,864,211,0,1,1.7,2.76,"special_lifesteal;basic_power;basic_hp;basic_power;basic_hp;basic_hp;basic_haste;basic_power;basic_mr;basic_armor"
2,1,211,0,150,bot0_3,Eggchanter,0,SUPPORT,magical,0,5,0,0,3240,1068,7638,1656,7,10.8,102,129,12,7,6,283,1433,407,153,59,0.723,0,0.14,"basic_hp;basic_hp;basic_hp;basic_hp"
2,1,211,0,150,bot1_3,Summoner,1,MAGE,magical,4,0,16,20,6554,4369,2317,272,20.7,1.3,206,288,31,15,9,194,2894,822,211,0,1,1.1,1.89,"special_lifesteal;basic_power;basic_power;basic_hp;basic_power;basic_hp;basic_hp;basic_haste;basic_haste"
2,1,211,0,150,bot0_4,Bruiser,0,FIGHTER,physical,0,7,0,0,4847,1668,7289,121,10.9,0.8,238,366,18,15,6,197,1472,418,154,58,0.727,0,0.23,"special_lifesteal;basic_power;basic_hp;basic_as"
2,1,211,0,150,bot1_4,Oracle,1,MAGE,physical,5,0,14,19,10785,6306,2010,377,29.8,1.8,410,545,17,16,10,51,2951,838,211,0,1,1.4,3.14,"special_lifesteal;basic_power;basic_hp;basic_as;basic_armor;basic_power;basic_mr;basic_hp;basic_hp;basic_as"
3,1,340,52,150,bot0_1,Lynx,0,SLAYER,physical,1,7,4,0.71,10413,6430,7492,226,26.1,0.9,422,795,39,31,8,214,2289,403,247,94,0.725,0.2,0.86,"special_lifesteal;basic_power;basic_power;basic_hp;basic_as;basic_hp;basic_armor"
3,1,340,52,150,bot1_1,Ironclad,1,TANK,physical,5,1,17,22,13307,6441,9800,0,19.6,0,380,551,32,28,12,234,3834,676,329,12,0.966,0.9,0.66,"basic_hp;basic_hp;basic_mr;basic_armor;basic_hp;basic_hp;basic_mr;basic_hp;basic_armor;basic_as;basic_power;basic_mr;basic_haste"
3,1,340,52,150,bot0_2,Pyromancer,0,SLAYER,magical,1,6,9,1.67,13384,7422,8374,170,29.1,0.7,350,568,23,17,9,194,2569,453,255,86,0.748,0.2,0.89,"special_lifesteal;basic_power;basic_power;basic_power;basic_hp;basic_armor;basic_hp;basic_haste"
3,1,340,52,150,bot1_2,Fusilier,1,SLAYER,physical,6,5,11,3.4,19784,11020,5662,580,40.5,2.1,453,752,43,15,11,84,3609,636,272,68,0.8,1.1,1.95,"special_lifesteal;basic_power;basic_power;basic_power;basic_as;basic_as;basic_hp;basic_power;basic_mr;basic_armor;basic_as;basic_hp"
3,1,340,52,150,bot0_3,Summoner,0,MAGE,magical,6,5,4,2,8707,5681,7231,211,21.1,0.8,190,261,39,18,10,199,3099,546,269,71,0.79,1.1,0.79,"special_lifesteal;basic_power;basic_hp;basic_armor;basic_power;basic_haste;basic_mr;basic_hp;basic_armor;basic_hp"
3,1,340,52,150,bot1_3,Jailer,1,TANK,magical,7,3,12,6.33,12664,6507,6624,0,21.3,0,433,551,32,24,11,90,3815,672,305,35,0.897,1.2,0.98,"basic_hp;basic_hp;basic_mr;basic_armor;basic_hp;basic_mr;basic_haste;basic_mr;basic_hp;basic_armor;basic_armor;basic_hp;basic_mr"
3,1,340,52,150,bot0_4,Eggchanter,0,SUPPORT,magical,2,5,7,1.8,6241,4410,9462,6082,16.4,22.7,148,221,31,13,9,18,2643,466,268,72,0.788,0.4,0.47,"basic_hp;basic_hp;basic_hp;basic_armor;basic_armor;basic_power;basic_haste;basic_power;basic_mr;basic_as"
3,1,340,52,150,bot1_4,Doctor,1,SUPPORT,physical,5,1,17,22,9219,6683,8284,10260,19.6,30.1,284,370,23,24,12,153,3828,675,340,0,1,0.9,0.81,"basic_hp;basic_hp;basic_mr;basic_hp;basic_armor;basic_mr;basic_hp;basic_armor;basic_power;basic_hp;basic_as;basic_mr;basic_mr"
4,1,393,72,151,bot0_1,Bruiser,0,FIGHTER,physical,2,4,5,1.75,11022,5173,9350,264,15.4,0.8,269,519,45,37,10,148,2823,430,337,57,0.856,0.3,0.55,"basic_hp;basic_hp;special_lifesteal;basic_power;basic_as;basic_mr;basic_power;basic_hp;basic_power"
4,1,393,72,151,bot1_1,Wanderer,1,SLAYER,physical,3,3,11,4.67,17321,9292,4840,368,26.3,1,830,1253,28,19,10,315,3190,486,354,40,0.898,0.5,1.92,"special_lifesteal;special_gw;basic_power;basic_hp;basic_power;basic_hp;basic_as;basic_mr;basic_as"
4,1,393,72,151,bot0_2,Goliath,0,TANK,physical,4,3,8,4,9559,5608,9700,2153,16.2,6.2,445,551,39,25,11,260,3360,512,347,47,0.881,0.6,0.58,"basic_hp;basic_hp;basic_hp;basic_mr;basic_hp;basic_mr;basic_mr;basic_hp;basic_armor;basic_armor;basic_as"
4,1,393,72,151,bot1_2,Eggchanter,1,SUPPORT,magical,6,3,9,5,8556,5026,8047,8557,14.1,23.9,127,242,40,20,11,222,3572,545,357,36,0.908,0.9,0.62,"basic_hp;basic_hp;basic_mr;basic_power;basic_armor;basic_hp;basic_hp;basic_mr;basic_mr;basic_armor;basic_hp;basic_haste"
4,1,393,72,151,bot0_3,Volstrov,0,MAGE,magical,5,4,6,2.75,19147,9742,9720,576,29.6,1.8,241,478,22,24,12,212,3487,532,329,64,0.836,0.8,1,"special_lifesteal;basic_power;basic_power;basic_power;basic_hp;basic_hp;basic_mr;basic_haste;basic_mr;basic_power;basic_hp"
4,1,393,72,151,bot1_3,Jailer,1,TANK,magical,2,3,13,5,10402,7892,6969,0,22.4,0,485,616,30,25,10,274,3074,469,353,41,0.896,0.3,1.13,"basic_hp;basic_hp;basic_hp;basic_mr;basic_mr;basic_armor;basic_armor;basic_hp;basic_hp;basic_haste"
4,1,393,72,151,bot0_4,Healer,0,SUPPORT,magical,1,4,11,3,8365,5908,8944,7882,16.2,21.6,147,205,54,26,10,172,2922,446,364,29,0.925,0.2,0.66,"special_gw;basic_hp;basic_hp;basic_mr;basic_hp;basic_mr;basic_mr;basic_armor;basic_hp"
4,1,393,72,151,bot1_4,Hana,1,TANK,magical,4,3,11,5,13571,11542,8911,0,30.2,0,402,603,22,51,10,77,3327,507,383,11,0.973,0.6,1.3,"basic_hp;basic_hp;basic_mr;basic_mr;basic_armor;basic_hp;basic_power;basic_haste;basic_armor;basic_hp;basic_as;basic_mr"
5,1,217,0,150,bot0_1,Vanguard,0,FIGHTER,physical,0,5,0,0,5124,2990,7020,0,17.3,0,612,663,24,13,6,35,1435,396,172,45,0.794,0,0.43,"basic_hp;basic_hp;basic_hp;basic_power;basic_hp"
5,1,217,0,150,bot1_1,Jirina,1,FIGHTER,magical,2,0,18,20,8648,5023,4756,1192,23.1,5.5,364,532,30,5,9,222,2697,745,217,0,1,0.6,1.06,"basic_hp;basic_hp;basic_mr;basic_mr;basic_hp;basic_hp;basic_mr;basic_power;basic_haste"
5,1,217,0,150,bot0_2,Tamer,0,MAGE,magical,0,5,0,0,5883,3146,4463,1670,19.4,10.3,202,384,17,9,7,200,1500,414,163,55,0.748,0,0.7,"special_lifesteal;basic_power;basic_hp;basic_power"
5,1,217,0,150,bot1_2,Mage,1,MAGE,magical,4,0,14,18,11923,5537,1189,339,25.5,1.6,539,581,54,15,9,115,2815,778,217,0,1,1.1,4.66,"special_lifesteal;basic_power;basic_power;basic_power;basic_hp;basic_haste;basic_hp;basic_power;basic_mr"
5,1,217,0,150,bot0_3,Cleric,0,SUPPORT,magical,0,5,0,0,4602,3650,6944,1723,22.6,10.7,274,330,21,18,6,160,1460,403,162,56,0.744,0,0.53,"basic_hp;basic_hp;basic_armor;basic_mr;basic_mr"
5,1,217,0,150,bot1_3,Fusilier,1,SLAYER,physical,8,0,13,21,18186,7173,1727,446,33,2.1,403,696,39,14,10,139,3164,874,217,0,1,2.2,4.15,"special_lifesteal;basic_power;basic_power;basic_power;basic_as;basic_as;basic_power;basic_hp;basic_hp;basic_as"
5,1,217,0,150,bot0_4,Pyromancer,0,SLAYER,magical,0,6,0,0,3701,2640,5416,32,17.3,0.2,489,665,10,8,6,125,1400,387,153,64,0.704,0,0.49,"special_lifesteal;basic_power;basic_hp;basic_haste"
5,1,217,0,150,bot1_4,Doctor,1,SUPPORT,physical,7,0,11,18,4916,4493,5962,8401,20.7,38.7,231,443,14,14,9,8,3058,845,217,0,1,1.9,0.75,"basic_hp;basic_hp;basic_hp;basic_hp;basic_mr;basic_mr;basic_mr;basic_armor;basic_power;basic_mr;basic_as"
6,0,294,151,28,bot0_1,Lynx,0,SLAYER,physical,6,2,8,7,11031,6487,3681,306,24.2,1.1,548,891,48,35,10,117,3117,637,268,25,0.914,1.2,1.76,"special_lifesteal;basic_power;basic_power;basic_power;basic_as;basic_as;basic_power;basic_as;basic_hp;basic_mr"
6,0,294,151,28,bot1_1,Zephyr,1,SPLITPUSHER,magical,4,3,2,2,5384,2587,4950,159,10.1,0.6,230,336,27,20,8,98,2423,495,255,39,0.869,0.8,0.52,"special_lifesteal;basic_power;basic_hp;basic_power;basic_hp;basic_mr;basic_haste;basic_armor"
6,0,294,151,28,bot0_2,Ironclad,0,TANK,physical,1,1,14,15,4720,2898,5554,0,10.3,0,350,460,30,15,9,251,2601,532,282,12,0.96,0.2,0.52,"basic_hp;basic_hp;basic_mr;basic_mr;basic_power;basic_armor;basic_armor;basic_power;basic_as"
6,0,294,151,28,bot1_2,Pyromancer,1,SLAYER,magical,0,6,7,1.17,6432,4645,5205,63,19.3,0.3,467,627,22,14,8,226,2076,424,241,53,0.82,0,0.89,"special_lifesteal;basic_power;basic_power;basic_hp;basic_power;basic_haste"
6,0,294,151,28,bot0_3,Mage,0,MAGE,magical,6,3,10,5.33,9369,5494,3375,224,21.5,0.9,676,718,41,18,10,181,3181,650,255,38,0.87,1.2,1.63,"special_lifesteal;basic_power;basic_power;basic_hp;basic_power;basic_hp;basic_mr;basic_hp;basic_hp;basic_haste"
6,0,294,151,28,bot1_3,Vanguard,1,FIGHTER,physical,1,5,5,1.2,7206,3508,7624,0,15.3,0,696,742,34,19,8,221,2121,433,229,64,0.781,0.2,0.46,"basic_hp;basic_hp;basic_hp;basic_power;basic_hp;basic_mr;basic_armor"
6,0,294,151,28,bot0_4,Jirina,0,FIGHTER,magical,6,1,13,19,7845,6124,4619,2419,21.8,8.6,441,509,28,11,10,51,3301,675,281,13,0.957,1.2,1.33,"basic_hp;basic_hp;basic_mr;basic_hp;basic_power;basic_haste;basic_hp;basic_mr;basic_power;basic_armor;basic_as;basic_mr"
6,0,294,151,28,bot1_4,Reaper,1,SPLITPUSHER,magical,2,5,5,1.4,7008,4690,5299,149,20.7,0.7,331,549,20,10,8,219,2294,469,226,67,0.771,0.4,0.89,"special_lifesteal;special_gw;basic_power;basic_hp;basic_power;basic_haste"
7,1,252,0,152,bot0_1,Vanguard,0,FIGHTER,physical,0,7,0,0,5211,2921,10526,0,16,0,329,521,31,14,7,16,1591,378,182,70,0.723,0,0.28,"basic_hp;basic_hp;basic_hp;basic_power;basic_armor;basic_mr"
7,1,252,0,152,bot1_1,Fusilier,1,SLAYER,physical,8,0,14,22,16819,10703,2121,375,42.4,1.5,352,625,46,13,10,170,3395,807,252,0,1,1.9,5.05,"special_lifesteal;basic_power;basic_power;basic_power;basic_as;basic_hp;basic_mr;basic_as;basic_armor;basic_hp;basic_power"
7,1,252,0,152,bot0_2,Hana,0,TANK,magical,0,5,0,0,4194,3339,7104,0,17.1,0,297,466,7,23,6,236,1561,371,195,58,0.772,0,0.47,"basic_hp;basic_hp;basic_hp;basic_armor;basic_mr"
7,1,252,0,152,bot1_2,Doctor,1,SUPPORT,physical,2,0,21,23,5910,4907,6608,9440,19.4,37.4,121,210,18,19,9,219,2869,682,252,0,1,0.5,0.74,"special_gw;basic_hp;basic_mr;basic_hp;basic_hp;basic_armor;basic_mr;basic_power;basic_armor"
7,1,252,0,152,bot0_3,Volstrov,0,MAGE,magical,0,6,0,0,6526,2777,5794,48,15.4,0.3,244,285,15,12,8,228,1753,417,180,72,0.715,0,0.48,"special_lifesteal;basic_power;basic_hp;basic_haste;basic_mr"
7,1,252,0,152,bot1_3,Jailer,1,TANK,magical,8,0,12,20,8953,6441,4218,0,25.5,0,341,511,22,23,10,45,3370,801,252,0,1,1.9,1.53,"special_gw;basic_hp;basic_hp;basic_armor;basic_mr;basic_hp;basic_hp;basic_power;basic_armor;basic_hp;basic_mr"
7,1,252,0,152,bot0_4,Oracle,0,MAGE,physical,0,6,0,0,6088,3665,6129,96,20.3,0.5,384,507,11,10,7,170,1695,403,180,72,0.714,0,0.6,"special_lifesteal;basic_power;basic_as;basic_hp;basic_armor"
7,1,252,0,152,bot1_4,Reaper,1,SPLITPUSHER,magical,6,0,8,14,13398,6147,2264,430,24.4,1.7,474,819,33,16,9,55,2855,679,252,0,1,1.4,2.72,"special_lifesteal;basic_power;basic_power;basic_power;basic_hp;basic_power;basic_hp;basic_haste;basic_power"
8,0,234,150,3,bot0_1,Fusilier,0,SLAYER,physical,7,0,3,10,13835,7073,1636,364,30.2,1.6,410,688,40,9,9,114,2764,709,234,0,1,1.8,4.32,"special_lifesteal;basic_power;basic_power;basic_as;basic_power;basic_hp;basic_armor;basic_as;basic_hp"
8,0,234,150,3,bot1_1,Pyromancer,1,SLAYER,magical,0,5,3,0.6,6411,2911,4707,92,17.1,0.5,267,401,18,13,7,206,1756,451,170,63,0.729,0,0.62,"special_lifesteal;basic_power;basic_hp;basic_haste;basic_power"
8,0,234,150,3,bot0_2,Eggchanter,0,SUPPORT,magical,2,0,10,12,3852,2436,521,2615,10.4,11.2,118,189,28,12,8,142,2317,594,234,0,1,0.5,4.68,"basic_hp;basic_hp;basic_hp;basic_armor;basic_mr;basic_armor;basic_hp;basic_power"
8,0,234,150,3,bot1_2,Ironclad,1,TANK,physical,0,4,3,0.75,3483,1920,7330,0,10.4,0,159,268,13,8,7,123,1723,442,184,50,0.788,0,0.26,"basic_hp;basic_hp;basic_hp;basic_armor;basic_armor;basic_mr"
8,0,234,150,3,bot0_3,Goliath,0,TANK,physical,2,2,10,6,4725,4190,5218,975,19,4.4,207,276,21,13,8,115,2290,588,220,14,0.942,0.5,0.8,"basic_hp;basic_hp;basic_hp;basic_hp;basic_armor;basic_mr;basic_power;basic_armor"
8,0,234,150,3,bot1_3,Vanguard,1,FIGHTER,physical,1,3,2,1,6131,3142,6375,0,14.1,0,220,310,34,19,7,103,1778,456,222,12,0.95,0.3,0.49,"special_gw;basic_hp;basic_hp;basic_hp;basic_hp"
8,0,234,150,3,bot0_4,Jirina,0,FIGHTER,magical,3,1,10,13,8402,6921,3780,2088,30,9,356,550,29,9,8,25,2475,635,231,3,0.988,0.8,1.83,"basic_hp;basic_hp;basic_hp;basic_armor;basic_hp;basic_armor;basic_power;basic_power;basic_mr"
8,0,234,150,3,bot1_4,Bruiser,1,FIGHTER,physical,2,2,1,1.5,4505,2337,4542,77,11.2,0.4,167,299,24,22,7,26,1851,475,210,24,0.896,0.5,0.51,"special_gw;special_lifesteal;basic_hp;basic_power;basic_power"
9,1,399,67,151,bot0_1,Jirina,0,FIGHTER,magical,5,6,8,2.17,17558,6651,12546,3743,20.4,11.5,394,446,42,17,12,64,3639,547,326,73,0.816,0.8,0.53,"special_gw;basic_hp;basic_hp;basic_hp;basic_power;basic_hp;basic_armor;basic_mr;basic_armor;basic_haste;basic_hp;basic_mr"
9,1,399,67,151,bot1_1,Eggchanter,1,SUPPORT,magical,1,3,21,7.33,6571,4999,7820,6557,14.2,18.6,154,232,45,22,11,22,3547,533,352,47,0.883,0.2,0.64,"special_heal_power;basic_hp;basic_hp;basic_hp;basic_mr;basic_haste;basic_mr;basic_armor;basic_mr;basic_armor;basic_haste;basic_armor"
9,1,399,67,151,bot0_2,Pyromancer,0,SLAYER,magical,3,7,12,2.14,11817,7759,9274,192,25.6,0.6,407,609,29,20,11,166,3416,513,304,96,0.76,0.5,0.84,"special_lifesteal;basic_power;basic_hp;basic_power;basic_power;basic_hp;basic_hp;basic_haste;basic_armor;basic_power;basic_mr"
9,1,399,67,151,bot1_2,Vanguard,1,FIGHTER,physical,6,3,15,7,17442,9974,10690,0,28.3,0,518,952,55,37,12,41,3966,596,352,47,0.883,0.9,0.93,"basic_hp;basic_hp;basic_hp;basic_mr;basic_mr;basic_hp;basic_power;basic_power;basic_mr;basic_power;basic_as;basic_armor;basic_hp;basic_as"
9,1,399,67,151,bot0_3,Ironclad,0,TANK,physical,6,4,10,4,9099,5464,14585,0,15.8,0,263,365,35,25,12,337,3937,592,346,54,0.866,0.9,0.37,"basic_hp;basic_hp;basic_armor;basic_mr;basic_power;basic_hp;basic_as;basic_hp;basic_armor;basic_haste;basic_mr;basic_hp;basic_armor"
9,1,399,67,151,bot1_3,Fusilier,1,SLAYER,physical,9,5,12,4.2,28835,18985,7815,708,51.6,1.9,636,896,62,18,12,194,4294,645,368,31,0.922,1.4,2.43,"special_lifesteal;basic_power;basic_power;basic_hp;basic_hp;basic_as;basic_mr;basic_power;basic_armor;basic_as;basic_hp;basic_as;basic_power;basic_mr"
9,1,399,67,151,bot0_4,Mage,0,MAGE,magical,2,7,13,2.14,22400,10476,9472,531,34.7,1.8,532,726,72,26,12,171,3646,548,302,98,0.756,0.3,1.11,"special_lifesteal;basic_power;basic_hp;basic_haste;basic_mr;basic_power;basic_armor;basic_hp;basic_power;basic_haste;basic_hp;basic_armor"
9,1,399,67,151,bot1_4,Tamer,1,MAGE,magical,8,5,12,4,19017,10479,6710,4684,31.7,14.2,282,544,45,17,12,9,4134,621,331,68,0.829,1.2,1.56,"special_lifesteal;basic_power;basic_hp;basic_power;basic_power;basic_mr;basic_haste;basic_armor;basic_hp;basic_hp;basic_power;basic_hp;basic_mr;basic_haste"
