className,gamesPlayed,wins,losses,winRate,kills_avg,kills_median,kills_max,deaths_avg,deaths_median,deaths_max,assists_avg,assists_median,assists_max,kda_avg,kda_median,kda_max,dmgDealtTotal_avg,dmgDealtTotal_median,dmgDealtTotal_max,dmgDealtToHeroes_avg,dmgDealtToHeroes_median,dmgDealtToHeroes_max,dmgTaken_avg,dmgTaken_median,dmgTaken_max,hpHealed_avg,hpHealed_median,hpHealed_max,dpsToHeroes_avg,dpsToHeroes_median,dpsToHeroes_max,hpsHealed_avg,hpsHealed_median,hpsHealed_max,maxBurst1s_avg,maxBurst1s_median,maxBurst1s_max,maxBurst3s_avg,maxBurst3s_median,maxBurst3s_max,spellCastsQ_avg,spellCastsQ_median,spellCastsQ_max,spellCastsE_avg,spellCastsE_median,spellCastsE_max,level_avg,level_median,level_max,gold_avg,gold_median,gold_max,totalGold_avg,totalGold_median,totalGold_max,goldPerMin_avg,goldPerMin_median,goldPerMin_max,timeAlive_avg,timeAlive_median,timeAlive_max,timeDead_avg,timeDead_median,timeDead_max,survivalRate_avg,survivalRate_median,survivalRate_max,killsPerMin_avg,killsPerMin_median,killsPerMin_max,dmgEfficiency_avg,dmgEfficiency_median,dmgEfficiency_max
Cleric,32,12,20,37.5,2.63,1,11,4.84,6,8,8.19,8,23,6.56,1.33,26,6955.81,6300,14939,4162.38,4237,7125,7944.5,8419,14640,4426.31,3504,11332,15.43,15.4,22.2,15.29,14,28.5,303.78,312,429,360.16,367,501,35.44,32,67,28.53,27,57,9.31,10,13,134.94,115,334,2757.59,2659,4482,509.63,487,859,263.84,264,453,58.44,70,113,0.81,0.752,1,0.47,0.3,2.3,0.66,0.48,2.41
Wanderer,19,13,6,68.4,7.26,7,15,3.58,3,9,12.37,15,23,10.38,9.5,24,21273.63,20523,44926,11972.53,11273,26192,6732.74,5369,17556,388.42,270,1192,39.12,40,61.9,1.28,1.2,3.9,627.16,592,1021,1141.11,1074,2104,21.89,20,40,17.26,17,29,10.84,11,14,179.47,182,330,3696.58,3588,5959,668.47,661,918,291.89,276,494,42.79,40,111,0.88,0.906,1,1.32,1.2,3.1,2.25,2.18,5.05
Zephyr,29,7,22,24.1,2.14,2,7,5.24,5,9,6.45,5,20,3.99,1,25,9496.1,8237,21147,5290.48,3884,13002,7659.17,7615,12065,207.1,178,640,20.11,15.7,40.2,0.78,0.8,1.9,348.34,334,560,495.72,465,791,28.72,26,49,26.66,26,47,8.69,8,12,152.45,163,314,2530.03,2290,4177,476.76,440,783,257.24,255,447,60.62,68,110,0.81,0.799,1,0.39,0.3,1.6,0.85,0.48,4.23
Fusilier,29,12,17,41.4,4.79,3,19,5.14,6,11,9.48,10,20,6.56,1.71,28,13544.45,12860,26878,7274.41,6537,17241,6829,6755,12642,326.31,350,804,25.21,23.1,51.9,1.12,1.2,2.5,352.03,337,567,593.34,602,1044,39.55,37,65,13.21,13,24,10.14,10,14,139,123,286,3236.41,3239,5621,563.86,495,885,278,273,437,62.76,67,128,0.81,0.771,1,0.78,0.5,3,1.28,0.84,4.05
Jirina,28,21,7,75,4.5,5,10,2,1,8,12.29,14,20,13.48,17,25,12466.86,12519,20648,7087.04,6940,11848,6123.57,5588,14379,3395.46,3396,7512,24.61,23.1,36.9,11.54,11.4,25.3,396.14,381,626,557.07,548,920,33.89,36,52,13.39,13,28,10.04,10,13,165.61,166,294,3179,3319,4512,619.25,647,822,286.14,287,385,22.14,14,76,0.93,0.966,1,0.86,0.9,2,1.56,1.56,4.6
Vanguard,28,11,17,39.3,3.07,2,13,4.54,5,8,9.79,9,28,5.98,1.71,25,13428.14,12858,27904,6991.21,7052,13496,9172.64,9190,17730,155.75,0,726,22.89,20.5,37,0.52,0,2.2,515.57,464,1027,690.68,622,1413,45.21,42,82,27.71,26,48,9.82,10,14,164.14,169,328,3012.36,2834,5484,513.54,439,753,293.57,282,479,52.39,55,91,0.84,0.845,1,0.5,0.3,1.9,0.87,0.65,2.62
Jailer,37,23,14,62.2,3.95,4,12,3.76,3,8,11.78,14,20,8.42,7,26,11730.76,10761,25280,7204.78,6442,15849,7770.54,6878,15808,0,0,0,24.21,24.9,38.1,0,0,0,444.86,409,721,588.84,539,953,27.38,25,53,23.49,21,44,10.16,10,13,151.14,131,393,3158.57,3195,4917,570.59,554,829,289.14,283,460,46.76,41,108,0.86,0.889,1,0.71,0.6,2.3,1.17,1.03,3.42
Eggchanter,42,18,24,42.9,1.33,1,6,4.33,6,10,8.86,9,21,6.63,1.25,22,5111,4804,8828,2797.95,3059,5333,8131.64,7824,15443,4383.93,4197,10006,10.15,11.1,15.6,15.7,15.5,31.2,126.98,128,172,202.1,201,316,26.9,26,47,14.12,14,24,8.86,9,11,168.86,201,342,2528.98,2569,3945,479.76,463,703,267.17,258,404,50.29,55,127,0.84,0.832,1,0.24,0.2,1,0.44,0.32,2.03
Volstrov,38,13,25,34.2,2.68,2,9,5.32,6,9,7.61,9,23,4.12,1.6,20,10331.66,9674,28750,5422.82,5172,12630,7059.74,7372,12639,227.24,212,628,19,18.5,35.4,0.78,0.9,1.8,242.42,227,412,460.55,462,825,13.16,13,28,14.66,15,33,9.82,10,14,155.13,158,338,2856.45,2765,5115,498.95,472,757,277.68,277,479,65.74,80,120,0.81,0.783,1,0.45,0.4,1.6,0.99,0.8,3.88
Pyromancer,40,15,25,37.5,2.73,2,9,5.05,6,10,8.98,7,24,5.2,1.75,26,10314.67,9688,28455,4677.43,4544,10933,6767.83,7115,16004,119.5,117,381,16.13,16,25.9,0.4,0.4,0.9,379.88,380,628,554.67,550,843,24.65,23,54,19,19,42,9.63,10,14,138.4,127,290,2885.9,2746,5028,513.17,471,765,278.83,264,480,59.7,66,161,0.82,0.798,1,0.48,0.4,1.5,0.86,0.68,3.2
Tamer,35,14,21,40,4.43,4,13,5.8,7,11,9.03,8,23,4.86,1.86,26,13193.8,13210,21752,7318.51,7081,14125,6776.14,6495,12427,2881.29,2738,6824,26.23,26.6,39.7,10.39,10.5,17.2,285.97,291,405,482.77,488,675,32.09,31,49,11.49,11,20,10.29,10,14,160.66,153,357,3212.8,3026,5463,560.91,542,774,269.37,266,396,72.89,76,164,0.79,0.762,1,0.73,0.7,2.3,1.24,1.09,3.14
Ironclad,31,14,17,45.2,2.94,2,7,3.35,4,7,11,10,27,8.83,3.25,25,9622.71,7440,23507,5965.03,5202,14727,10280.77,10608,19933,0,0,0,19.19,17.9,33.3,0,0,0,338.26,346,586,464.84,437,804,30.29,29,55,20.61,19,39,9.97,10,14,165.52,176,330,3044.55,3099,5098,534.23,520,759,297.19,291,456,43.1,49,106,0.87,0.841,1,0.49,0.4,1.2,0.72,0.6,2.55
Hana,36,24,12,66.7,5.28,5,18,3.17,2,10,13.22,15,27,11.39,11,27,15076.86,13753,33320,9302.47,7805,21199,8117.58,7983,20085,0,0,0,29.2,28.1,51,0,0,0,419.42,439,675,759.67,741,1233,14.44,14,27,37.11,36,67,10.44,11,14,172.06,185,339,3457.47,3651,5650,615.81,649,862,302.17,291,473,37.19,27,107,0.89,0.934,1,0.91,0.9,3.1,1.37,1.29,4.17
Summoner,30,13,17,43.3,2.4,2,7,4.33,5,9,9.1,11,21,6.64,2.67,26,6366.13,6079,11048,3383.2,3252,6718,5890.33,6165,12397,149.17,138,393,12.36,12.4,22,0.55,0.6,1.1,176.7,177,205,248.27,245,295,37.37,34,65,18.9,18,34,9.4,9,12,165.6,169,384,2763.93,2559,4067,520.3,484,739,270.17,263,404,54.87,61,120,0.84,0.832,1,0.46,0.4,1.5,0.84,0.54,3.34
