className,gamesPlayed,wins,losses,winRate,kills_avg,kills_median,kills_max,deaths_avg,deaths_median,deaths_max,assists_avg,assists_median,assists_max,kda_avg,kda_median,kda_max,dmgDealtTotal_avg,dmgDealtTotal_median,dmgDealtTotal_max,dmgDealtToHeroes_avg,dmgDealtToHeroes_median,dmgDealtToHeroes_max,dmgTaken_avg,dmgTaken_median,dmgTaken_max,hpHealed_avg,hpHealed_median,hpHealed_max,dpsToHeroes_avg,dpsToHeroes_median,dpsToHeroes_max,hpsHealed_avg,hpsHealed_median,hpsHealed_max,maxBurst1s_avg,maxBurst1s_median,maxBurst1s_max,maxBurst3s_avg,maxBurst3s_median,maxBurst3s_max,spellCastsQ_avg,spellCastsQ_median,spellCastsQ_max,spellCastsE_avg,spellCastsE_median,spellCastsE_max,level_avg,level_median,level_max,gold_avg,gold_median,gold_max,totalGold_avg,totalGold_median,totalGold_max,goldPerMin_avg,goldPerMin_median,goldPerMin_max,timeAlive_avg,timeAlive_median,timeAlive_max,timeDead_avg,timeDead_median,timeDead_max,survivalRate_avg,survivalRate_median,survivalRate_max,killsPerMin_avg,killsPerMin_median,killsPerMin_max,dmgEfficiency_avg,dmgEfficiency_median,dmgEfficiency_max
Healer,2,1,1,50,1.5,2,2,2.5,4,4,13.5,16,16,10.5,18,18,7400,8365,8365,5083,5908,5908,6490,8944,8944,5272,7882,7882,15.65,16.2,16.2,15.5,21.6,21.6,148,149,149,207,209,209,51,54,54,19.5,26,26,10,10,10,107,172,172,2894.5,2922,2922,516,586,586,323.5,364,364,20,29,29,0.94,0.963,0.963,0.3,0.4,0.4,0.86,1.06,1.06
Cleric,2,0,2,0,0,0,0,5.5,6,6,1.5,3,3,0.25,0.5,0.5,5007.5,5413,5413,3280,3650,3650,6898.5,6944,6944,1644.5,1723,1723,17.8,22.6,22.6,8.85,10.7,10.7,315,356,356,359,388,388,22.5,24,24,19,20,20,7,8,8,153,160,160,1715.5,1971,1971,403,403,403,192.5,223,223,63,70,70,0.75,0.76,0.76,0,0,0,0.48,0.53,0.53
Quiller,1,1,0,100,11,11,11,0,0,0,12,12,12,23,23,23,17000,17000,17000,9779,9779,9779,1893,1893,1893,546,546,546,33.3,33.3,33.3,1.9,1.9,1.9,287,287,287,657,657,657,45,45,45,27,27,27,11,11,11,245,245,245,4020,4020,4020,822,822,822,294,294,294,0,0,0,1,1,1,2.2,2.2,2.2,5.17,5.17,5.17
Jailer,5,3,2,60,3.8,2,8,3.2,3,5,7.6,12,13,6.39,5,20,8939,8953,12664,5237.4,6441,7892,6614.8,6969,7961,0,0,0,19.26,21.3,25.5,0,0,0,372,341,485,526.8,551,616,23,22,32,20.6,23,25,9.2,10,11,143.2,119,274,2788.2,3074,3815,562.2,469,801,263.4,253,353,34.8,40,58,0.88,0.896,1,0.76,0.4,1.9,0.87,0.98,1.53
Hana,4,2,2,50,2,3,4,4,5,7,7.25,11,16,6.11,5,19,8277.25,8506,13571,6217.75,5073,11542,7922,8911,11396,0,0,0,22.38,24.1,30.2,0,0,0,324.5,354,402,529,603,694,12.75,12,22,33.75,37,51,8.5,10,10,178.25,220,236,2484.5,3005,3327,477.5,507,614,265.75,281,383,43,58,90,0.85,0.957,0.973,0.35,0.6,0.6,0.85,1.19,1.3
Summoner,2,1,1,50,5,6,6,2.5,5,5,10,16,16,11,20,20,7630.5,8707,8707,5025,5681,5681,4774,7231,7231,241.5,272,272,20.9,21.1,21.1,1.05,1.3,1.3,198,206,206,274.5,288,288,35,39,39,16.5,18,18,9.5,10,10,196.5,199,199,2996.5,3099,3099,684,822,822,240,269,269,35.5,71,71,0.9,1,1,1.1,1.1,1.1,1.34,1.89,1.89
Oracle,2,1,1,50,2.5,5,5,3,6,6,7,14,14,9.5,19,19,8436.5,10785,10785,4985.5,6306,6306,4069.5,6129,6129,236.5,377,377,25.05,29.8,29.8,1.15,1.8,1.8,397,410,410,526,545,545,14,17,17,13,16,16,8.5,10,10,110.5,170,170,2323,2951,2951,620.5,838,838,195.5,211,211,36,72,72,0.86,1,1,0.7,1.4,1.4,1.87,3.14,3.14
Wanderer,1,1,0,100,3,3,3,3,3,3,11,11,11,4.67,4.67,4.67,17321,17321,17321,9292,9292,9292,4840,4840,4840,368,368,368,26.3,26.3,26.3,1,1,1,830,830,830,1253,1253,1253,28,28,28,19,19,19,10,10,10,315,315,315,3190,3190,3190,486,486,486,354,354,354,40,40,40,0.9,0.898,0.898,0.5,0.5,0.5,1.92,1.92,1.92
Goliath,2,1,1,50,3,4,4,2.5,3,3,9,10,10,5,6,6,7142,9559,9559,4899,5608,5608,7459,9700,9700,1564,2153,2153,17.6,19,19,5.3,6.2,6.2,326,445,445,413.5,551,551,30,39,39,19,25,25,9.5,11,11,187.5,260,260,2825,3360,3360,550,588,588,283.5,347,347,30.5,47,47,0.91,0.942,0.942,0.55,0.6,0.6,0.69,0.8,0.8
Vanguard,5,1,4,20,1.6,1,6,4.6,5,7,4.4,2,15,1.84,1,7,8222.8,6131,17442,4507,3142,9974,8447,7624,10690,0,0,0,18.2,16,28.3,0,0,0,475,518,696,637.6,663,952,35.6,34,55,20.4,19,37,8,7,12,83.2,41,221,2178.2,1778,3966,451.8,433,596,231.4,222,352,47.6,47,70,0.83,0.794,0.95,0.28,0.2,0.9,0.52,0.46,0.93
Tamer,2,1,1,50,4,8,8,5,5,5,6,12,12,2,4,4,12450,19017,19017,6812.5,10479,10479,5586.5,6710,6710,3177,4684,4684,25.55,31.7,31.7,12.25,14.2,14.2,242,282,282,464,544,544,31,45,45,13,17,17,9.5,12,12,104.5,200,200,2817,4134,4134,517.5,621,621,247,331,331,61.5,68,68,0.79,0.829,0.829,0.6,1.2,1.2,1.13,1.56,1.56
Mage,3,2,1,66.7,4,4,6,3.33,3,7,12.33,13,14,8.49,5.33,18,14564,11923,22400,7169,5537,10476,4678.67,3375,9472,364.67,339,531,27.23,25.5,34.7,1.43,1.6,1.8,582.33,539,676,675,718,726,55.67,54,72,19.67,18,26,10.33,10,12,155.67,171,181,3214,3181,3646,658.67,650,778,258,255,302,45.33,38,98,0.88,0.87,1,0.87,1.1,1.2,2.47,1.63,4.66
Zephyr,1,0,1,0,4,4,4,3,3,3,2,2,2,2,2,2,5384,5384,5384,2587,2587,2587,4950,4950,4950,159,159,159,10.1,10.1,10.1,0.6,0.6,0.6,230,230,230,336,336,336,27,27,27,20,20,20,8,8,8,98,98,98,2423,2423,2423,495,495,495,255,255,255,39,39,39,0.87,0.869,0.869,0.8,0.8,0.8,0.52,0.52,0.52
Reaper,2,1,1,50,4,6,6,2.5,5,5,6.5,8,8,7.7,14,14,10203,13398,13398,5418.5,6147,6147,3781.5,5299,5299,289.5,430,430,22.55,24.4,24.4,1.2,1.7,1.7,402.5,474,474,684,819,819,26.5,33,33,13,16,16,8.5,9,9,137,219,219,2574.5,2855,2855,574,679,679,239,252,252,33.5,67,67,0.89,1,1,0.9,1.4,1.4,1.81,2.72,2.72
