className,gamesPlayed,wins,losses,winRate,kills_avg,kills_median,kills_max,deaths_avg,deaths_median,deaths_max,assists_avg,assists_median,assists_max,kda_avg,kda_median,kda_max,dmgDealtTotal_avg,dmgDealtTotal_median,dmgDealtTotal_max,dmgDealtToHeroes_avg,dmgDealtToHeroes_median,dmgDealtToHeroes_max,dmgTaken_avg,dmgTaken_median,dmgTaken_max,hpHealed_avg,hpHealed_median,hpHealed_max,dpsToHeroes_avg,dpsToHeroes_median,dpsToHeroes_max,hpsHealed_avg,hpsHealed_median,hpsHealed_max,maxBurst1s_avg,maxBurst1s_median,maxBurst1s_max,maxBurst3s_avg,maxBurst3s_median,maxBurst3s_max,spellCastsQ_avg,spellCastsQ_median,spellCastsQ_max,spellCastsE_avg,spellCastsE_median,spellCastsE_max,level_avg,level_median,level_max,gold_avg,gold_median,gold_max,totalGold_avg,totalGold_median,totalGold_max,goldPerMin_avg,goldPerMin_median,goldPerMin_max,timeAlive_avg,timeAlive_median,timeAlive_max,timeDead_avg,timeDead_median,timeDead_max,survivalRate_avg,survivalRate_median,survivalRate_max,killsPerMin_avg,killsPerMin_median,killsPerMin_max,dmgEfficiency_avg,dmgEfficiency_median,dmgEfficiency_max
Quiller,36,22,14,61.1,5.42,6,16,4.22,5,9,10.42,11,19,6.71,5.5,23,14373.5,12005,34720,7299.86,6604,14997,6113.17,6499,10263,378.17,417,1108,22.19,23.7,43,1.14,1.3,2.7,286.06,278,438,533.31,517,772,43.44,42,76,27.08,26,40,10.53,11,14,149.22,155,305,3477,3493,6147,571.39,566,848,313.33,305,486,54.81,60,139,0.86,0.865,1,0.89,0.8,2.3,1.44,1.26,5.05
Lynx,31,19,12,61.3,7.84,9,20,3.84,4,9,8.61,9,18,9.06,5.25,29,17894.06,17167,30593,10175.84,9482,17700,6955.81,7452,12804,236.58,0,786,33.74,28.7,57,0.77,0,2.7,552.9,535,951,937.06,924,1520,52.74,53,77,39.13,40,61,10.52,11,13,156.29,156,302,3615.97,3730,5294,637.52,650,919,299.32,310,438,46.26,40,128,0.88,0.88,1,1.39,1.4,3.7,2.2,1.45,9.53
Healer,39,17,22,43.6,2.77,3,8,4.13,5,8,10.9,9,23,7.84,2.5,29,6979.15,6778,12934,4433.92,3973,8220,9087.05,9540,13983,5932.82,5170,14128,14.68,15.2,22.4,19.37,19.8,39.7,148.21,146,203,204.33,203,241,44.23,41,75,16.08,16,27,9.69,9,14,141.77,149,302,2988.56,2690,4952,518.36,492,748,296.26,292,462,51.03,58,104,0.85,0.83,1,0.48,0.5,1.3,0.57,0.43,1.27
Doctor,22,15,7,68.2,3.55,3,10,3.09,3,6,14.59,17,30,10.74,11,25,9832.05,9147,21829,6315.36,6276,12677,7739.18,7271,17113,6840.45,6030,18092,19.68,21.1,28.4,20.57,20.5,45.7,246.23,238,431,388.27,395,595,27.86,25,47,19.18,18,37,10.55,11,14,181.55,181,331,3332.68,3391,5106,577.55,579,796,315.23,311,573,34.55,31,82,0.9,0.94,1,0.64,0.5,1.9,1.02,0.86,2.75
Pyromancer,41,12,29,29.3,3.41,2,10,5.54,6,9,9.34,10,21,4.03,2,21,12011.39,12087,23477,6002.8,6203,12227,7755.39,7655,13469,133.17,137,282,19.02,19.5,34.3,0.44,0.5,0.8,430.2,431,762,594.83,611,1018,27.44,26,54,21.07,21,41,10.1,10,14,160.29,170,344,3127.37,3133,5424,503.39,466,715,301.63,282,458,69.17,79,146,0.82,0.797,1,0.52,0.4,1.6,0.84,0.72,2
Eggchanter,41,14,27,34.1,1.39,1,6,5.32,6,9,8.56,8,20,4.11,1.5,20,5506.02,5224,9039,3180.56,3200,6798,9354.73,8942,15445,4671.22,4458,10176,10.92,10.4,17.2,15.91,14.8,28.6,131.32,130,173,198.29,197,287,28.12,28,50,14.95,14,25,9.27,9,12,152.05,151,336,2649,2521,4222,459.9,448,635,280.51,269,451,65.56,74,111,0.81,0.782,1,0.23,0.2,0.9,0.36,0.31,0.75
Reaper,36,21,15,58.3,6.92,7,20,4.08,4,12,9.97,11,22,8.51,6,29,18940.64,17237,43108,11396.58,10997,26701,7578.92,7477,17989,485.56,541,1773,35.56,36.9,59.7,1.48,1.7,3.8,627.72,614,1144,994.97,949,1919,41.11,41,79,21.5,21,43,10.53,11,14,180.5,187,490,3595.08,3771,5831,605.36,605,944,308.89,306,510,50.56,46,116,0.86,0.882,1,1.16,0.9,2.9,1.95,1.49,9.56
Vanguard,31,14,17,45.2,3.42,3,11,4.81,5,9,10.58,12,20,4.84,2.71,22,14213.74,13329,24089,7261.61,6629,15997,9516.03,9290,17905,182.03,55,863,22.51,22.2,48.2,0.55,0.3,2.3,463.32,452,819,654.13,657,1037,47.58,49,67,30.61,30,46,10.19,11,13,147.84,141,285,3210.74,3314,4774,515.68,498,740,315.55,322,478,60.48,69,127,0.84,0.825,1,0.55,0.4,1.9,0.87,0.65,2.24
Bruiser,29,12,17,41.4,5.31,5,13,4.83,5,8,10.59,12,23,5.47,2.86,26,15290.31,13192,32477,8820.38,8115,17564,9264.83,9275,15785,302.17,268,882,27.65,25.9,50,0.95,0.9,2.3,434.55,425,769,663.72,639,1161,46.48,47,76,35.66,34,53,10.72,11,14,182.07,183,455,3523.45,3667,5576,565.52,535,862,311.76,315,438,61.86,60,122,0.84,0.829,1,0.84,0.7,2.3,1.1,0.72,3.58
Ironclad,39,17,22,43.6,2.82,2,9,3.92,4,8,10.41,11,23,6.93,2.25,25,9327.64,7907,20776,5859.51,5302,15961,10699.74,10888,26674,0,0,0,18.15,17.4,38,0,0,0,331.18,331,561,476.18,471,874,30.44,30,59,21.23,21,39,9.9,10,14,173.21,170,313,3032.18,2850,5422,515.56,491,746,304.59,303,492,48.97,47,122,0.86,0.844,1,0.48,0.4,1.3,0.63,0.6,1.92
Volstrov,29,11,18,37.9,3,3,8,4.66,6,8,9.52,8,22,4.81,2,23,12034.69,9859,24662,5968.31,5993,13780,6847.24,7298,11158,283.72,289,742,19.45,19.7,33.9,0.93,1,1.8,270.52,272,484,488.83,498,718,13.86,14,24,15.79,15,29,10.45,10,14,160.17,167,381,3135.17,2965,4756,518.41,496,753,302,291,449,60.14,60,112,0.83,0.806,1,0.48,0.4,1.4,1.05,0.82,2.96
Mage,28,15,13,53.6,5.39,5,12,4.54,5,9,11.04,12,21,7.01,4,24,17356.86,17199,33762,8813.14,8845,19524,7036.75,7123,14508,343.04,399,680,27.33,27.8,39.7,1.09,1.3,1.9,581.89,591,885,719.5,693,1199,62.61,59,139,23.5,24,42,11,11,15,157.29,141,390,3622.46,3725,6165,589.32,610,793,318.57,313,534,56.07,60,136,0.86,0.884,1,0.89,0.9,1.8,1.62,1.35,3.87
Kratoma,32,18,14,56.3,5.19,4,15,4.72,5,8,10.78,13,22,5.61,3.83,27,15115.97,13782,30908,8357.41,7903,15918,8000.63,8235,12761,354.5,366,1042,24.54,25.3,41.4,1.04,1.1,2.2,288.84,275,437,541.69,565,844,24.44,26,41,24.47,26,42,10.66,11,14,178.06,177,346,3534.31,3769,5613,548.16,542,816,323.16,335,491,58,64,110,0.85,0.84,1,0.75,0.6,2.3,1.07,1.02,2.27
Wanderer,34,20,14,58.8,4.26,4,13,3.38,3,8,11.82,13,24,9.37,6.5,26,17885.76,16485,34183,9761.88,9685,20197,6545.18,6659,13307,229.5,144,756,32.93,31.4,58.4,0.77,0.5,2.5,656.15,638,1034,1033.06,1065,1649,22.09,21,42,17.97,18,34,10.41,11,14,140.41,130,310,3279.38,3452,4966,595.38,610,875,293.09,286,461,43.56,40,133,0.88,0.903,1,0.79,0.7,2.7,1.96,1.48,6.71
